Season,Team,Cmp,G,W,L,T,W-L%,Pts,PtsO,PtDif,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Y/A,AY/A,Y/C
2007,Auburn,204,13,9,4,0,.692,315,220,95,204,356,152,57.3,2317,12,15,3.4,4.2,114.7,6.5,5.29,11.4
2001,Georgia,204,11,8,4,0,.667,315,208,107,204,352,148,58.0,2974,19,11,5.4,3.1,140.5,8.4,8.12,14.6
2019,Arkansas,202,12,2,10,0,.167,257,442,-185,202,407,205,49.6,2315,14,15,3.4,3.7,101.4,5.7,4.72,11.5
2019,Vanderbilt,202,12,3,9,0,.250,198,381,-183,202,381,179,53.0,2064,10,10,2.6,2.6,101.9,5.4,4.76,10.2
2018,Arkansas,202,12,2,10,0,.167,260,417,-157,202,370,168,54.6,2301,17,18,4.6,4.9,112.3,6.2,4.95,11.4
2003,Auburn,202,13,8,5,0,.615,342,212,130,202,323,121,62.5,2499,10,9,3.1,2.8,132.2,7.7,7.10,12.4
2023,Mississippi State,201,12,5,7,0,.417,262,319,-57,201,348,147,57.8,2182,15,10,4.3,2.9,118.9,6.3,5.84,10.9
2005,Georgia,201,13,10,3,0,.769,384,213,171,201,363,162,55.4,2977,26,7,7.2,1.9,144.0,8.2,8.77,14.8
2004,Georgia,201,12,10,2,0,.833,335,198,137,201,363,162,55.4,2972,24,5,6.6,1.4,143.2,8.2,8.89,14.8
2003,Alabama,201,13,4,9,0,.308,331,333,-2,201,386,185,52.1,2491,17,15,4.4,3.9,113.0,6.5,5.59,12.4
2022,Vanderbilt,200,12,5,7,0,.417,295,432,-137,200,346,146,57.8,2248,22,6,6.4,1.7,129.9,6.5,6.99,11.2
2019,Tennessee,200,13,8,5,0,.615,314,282,32,200,360,160,55.6,2878,19,13,5.3,3.6,132.9,8.0,7.43,14.4
2022,Florida,199,13,6,7,0,.462,384,375,9,199,366,167,54.4,2910,18,9,4.9,2.5,132.5,8.0,7.83,14.6
2015,Georgia,199,13,10,3,0,.769,342,220,122,199,327,128,60.9,2406,14,8,4.3,2.4,131.9,7.4,7.11,12.1
2014,Arkansas,199,13,7,6,0,.538,415,250,165,199,359,160,55.4,2444,21,6,5.8,1.7,128.6,6.8,7.23,12.3
2013,Florida,199,12,4,8,0,.333,226,253,-27,199,311,112,64.0,2051,11,9,3.5,2.9,125.3,6.6,6.00,10.3
2007,Georgia,199,13,11,2,0,.846,424,262,162,199,365,166,54.5,2579,20,10,5.5,2.7,126.5,7.1,6.93,13.0
2007,Ole Miss,199,12,3,9,0,.250,241,342,-101,199,391,192,50.9,2565,17,20,4.3,5.1,110.1,6.6,5.13,12.9
2011,Mississippi State,198,13,7,6,0,.538,329,256,73,198,349,151,56.7,2364,19,13,5.4,3.7,124.1,6.8,6.19,11.9
2009,LSU,198,13,9,4,0,.692,323,211,112,198,336,138,58.9,2363,19,8,5.7,2.4,131.9,7.0,7.09,11.9
2005,Ole Miss,197,11,3,8,0,.273,148,245,-97,197,371,174,53.1,2293,9,18,2.4,4.9,103.3,6.2,4.48,11.6
2017,Kentucky,196,13,7,6,0,.538,332,367,-35,196,330,134,59.4,2446,10,7,3.0,2.1,127.4,7.4,7.06,12.5
2003,Vanderbilt,196,12,2,10,0,.167,235,358,-123,196,347,151,56.5,2485,20,15,5.8,4.3,127.0,7.2,6.37,12.7
2008,Alabama,195,14,12,2,0,.857,422,200,222,195,334,139,58.4,2396,11,9,3.3,2.7,124.1,7.2,6.62,12.3
2005,Auburn,195,12,9,3,0,.750,386,186,200,195,339,144,57.5,2589,19,8,5.6,2.4,135.5,7.6,7.70,13.3
2002,Kentucky,195,12,7,5,0,.583,385,301,84,195,350,155,55.7,2387,24,6,6.9,1.7,132.2,6.8,7.42,12.2
2001,Vanderbilt,195,11,2,9,0,.182,226,402,-176,195,377,182,51.7,2647,14,11,3.7,2.9,117.1,7.0,6.45,13.6
2018,Kentucky,194,13,10,3,0,.769,346,219,127,194,296,102,65.5,2099,14,10,4.7,3.4,134.0,7.1,6.52,10.8
2010,Auburn,194,14,14,0,0,1.000,577,337,240,194,296,102,65.5,3002,31,7,10.5,2.4,180.6,10.1,11.17,15.5
2000,Vanderbilt,194,11,3,8,0,.273,193,273,-80,194,373,179,52.0,2466,13,15,3.5,4.0,111.0,6.6,5.50,12.7
2007,Vanderbilt,193,12,5,7,0,.417,260,271,-11,193,355,162,54.4,2117,17,12,4.8,3.4,113.5,6.0,5.40,11.0
2004,Kentucky,193,11,2,9,0,.182,173,341,-168,193,353,160,54.7,1845,9,11,2.5,3.1,100.8,5.2,4.33,9.6
2020,Vanderbilt,192,9,0,9,0,.000,133,336,-203,192,301,109,63.8,1979,13,11,4.3,3.7,126.0,6.6,5.79,10.3
2017,Arkansas,192,12,4,8,0,.333,345,434,-89,192,340,148,56.5,2465,18,9,5.3,2.6,129.5,7.3,7.12,12.8
2015,Vanderbilt,192,12,4,8,0,.333,182,252,-70,192,376,184,51.1,2062,11,16,2.9,4.3,98.3,5.5,4.15,10.7
2017,Mississippi State,191,13,9,4,0,.692,416,272,144,191,353,162,54.1,2170,17,14,4.8,4.0,113.7,6.1,5.33,11.4
2015,South Carolina,191,12,3,9,0,.250,263,330,-67,191,351,160,54.4,2490,17,12,4.8,3.4,123.2,7.1,6.52,13.0
2013,Tennessee,191,12,5,7,0,.417,286,348,-62,191,344,153,55.5,1979,12,17,3.5,4.9,105.5,5.8,4.23,10.4
2011,South Carolina,191,13,11,2,0,.846,391,239,152,191,317,126,60.3,2359,19,15,6.0,4.7,133.1,7.4,6.51,12.4
2020,Texas A&M,190,10,9,1,0,.900,326,217,109,190,302,112,62.9,2341,20,4,6.6,1.3,147.2,7.8,8.48,12.3
2009,Georgia,190,13,8,5,0,.615,376,337,39,190,346,156,54.9,2615,24,17,6.9,4.9,131.5,7.6,6.73,13.8
2008,Ole Miss,190,13,9,4,0,.692,417,247,170,190,340,150,55.9,2875,27,15,7.9,4.4,144.3,8.5,8.06,15.1
2023,Auburn,189,13,6,7,0,.462,340,294,46,189,317,128,59.6,2109,18,13,5.7,4.1,126.0,6.7,5.94,11.2
2007,Mississippi State,188,13,8,5,0,.615,279,301,-22,188,372,184,50.5,2079,12,18,3.2,4.8,98.5,5.6,4.06,11.1
2006,Vanderbilt,187,12,4,8,0,.333,264,284,-20,187,337,150,55.5,2417,16,14,4.7,4.2,123.1,7.2,6.25,12.9
2001,Mississippi State,187,11,3,8,0,.273,196,288,-92,187,355,168,52.7,2364,13,16,3.7,4.5,111.7,6.7,5.36,12.6
2019,Ole Miss,186,12,4,8,0,.333,319,318,1,186,330,144,56.4,2328,11,6,3.3,1.8,123.0,7.1,6.90,12.5
2019,Mississippi State,186,13,6,7,0,.462,359,375,-16,186,315,129,59.0,2333,19,10,6.0,3.2,134.8,7.4,7.18,12.5
2017,Georgia,186,15,13,2,0,.867,531,246,285,186,305,119,61.0,2653,24,9,7.9,3.0,154.1,8.7,8.94,14.3
2015,Missouri,186,12,5,7,0,.417,163,194,-31,186,373,187,49.9,1986,10,12,2.7,3.2,97.0,5.3,4.41,10.7
2005,Tennessee,186,11,5,6,0,.455,205,205,0,186,356,170,52.2,2178,11,13,3.1,3.7,106.5,6.1,5.09,11.7
2010,Ole Miss,185,12,4,8,0,.333,367,422,-55,185,330,145,56.1,2307,17,14,5.2,4.2,123.3,7.0,6.11,12.5
2008,Auburn,184,12,5,7,0,.417,208,216,-8,184,341,157,54.0,1985,7,13,2.1,3.8,102.0,5.8,4.52,10.8
2006,Georgia,184,13,9,4,0,.692,327,229,98,184,342,158,53.8,2397,12,16,3.5,4.7,114.9,7.0,5.61,13.0
2020,Arkansas,183,10,3,7,0,.300,257,349,-92,183,284,101,64.4,2402,20,6,7.0,2.1,154.5,8.5,8.92,13.1
2012,Florida,183,13,11,2,0,.846,344,188,156,183,288,105,63.5,1902,13,5,4.5,1.7,130.4,6.6,6.73,10.4
2000,LSU,183,11,8,4,0,.667,292,221,71,183,353,170,51.8,2698,24,16,6.8,4.5,129.4,7.6,6.96,14.7
2011,Florida,182,13,7,6,0,.538,331,264,67,182,320,138,56.9,2414,13,13,4.1,4.1,125.5,7.5,6.53,13.3
2000,Georgia,181,11,8,4,0,.667,294,198,96,181,344,163,52.6,2365,14,16,4.1,4.7,114.5,6.9,5.60,13.1
2017,Tennessee,180,12,4,8,0,.333,238,349,-111,180,319,139,56.4,2084,11,10,3.4,3.1,116.4,6.5,5.81,11.6
2014,Vanderbilt,180,12,3,9,0,.250,206,399,-193,180,357,177,50.4,2149,13,19,3.6,5.3,102.4,6.0,4.35,11.9
2009,Kentucky,180,13,7,6,0,.538,339,295,44,180,326,146,55.2,1824,13,11,4.0,3.4,108.6,5.6,4.87,10.1
2000,South Carolina,180,11,8,4,0,.667,259,174,85,180,335,155,53.7,2320,8,11,2.4,3.3,113.2,6.9,5.93,12.9
2024,Vanderbilt,179,13,7,6,0,.538,355,304,51,179,304,125,58.9,2322,21,4,6.9,1.3,143.2,7.6,8.43,13.0
2020,Tennessee,179,10,3,7,0,.300,215,301,-86,179,285,106,62.8,2047,14,9,4.9,3.2,133.0,7.2,6.74,11.4
2017,LSU,179,13,9,4,0,.692,354,246,108,179,300,121,59.7,2645,17,4,5.7,1.3,149.8,8.8,9.35,14.8
2015,Auburn,179,13,7,6,0,.538,357,338,19,179,306,127,58.5,2256,11,12,3.6,3.9,124.4,7.4,6.33,12.6
2011,Vanderbilt,179,13,6,7,0,.462,347,281,66,179,346,167,51.7,2270,15,18,4.3,5.2,110.7,6.6,5.09,12.7
2007,Arkansas,179,13,8,5,0,.615,485,345,140,179,313,134,57.2,2125,24,11,7.7,3.5,132.5,6.8,6.74,11.9
2004,LSU,179,12,9,3,0,.750,344,205,139,179,319,140,56.1,2421,19,10,6.0,3.1,133.2,7.6,7.37,13.5
2020,Georgia,178,10,8,2,0,.800,323,200,123,178,306,128,58.2,2499,19,11,6.2,3.6,140.1,8.2,7.79,14.0
2016,Auburn,178,13,8,5,0,.615,406,222,184,178,287,109,62.0,2203,12,6,4.2,2.1,136.1,7.7,7.57,12.4
2005,Kentucky,178,11,3,8,0,.273,239,375,-136,178,304,126,58.6,1857,6,9,2.0,3.0,110.5,6.1,5.17,10.4
2004,Ole Miss,178,11,4,7,0,.364,215,278,-63,178,350,172,50.9,2113,7,13,2.0,3.7,100.7,6.0,4.77,11.9
2001,Auburn,178,11,7,5,0,.583,244,265,-21,178,303,125,58.7,2282,11,12,3.6,4.0,126.1,7.5,6.48,12.8
2000,Arkansas,178,11,6,6,0,.500,264,258,6,178,352,174,50.6,1916,14,15,4.0,4.3,100.9,5.4,4.32,10.8
2000,Ole Miss,178,11,7,5,0,.583,314,280,34,178,329,151,54.1,2202,19,13,5.8,4.0,121.5,6.7,6.07,12.4
2003,South Carolina,177,12,5,7,0,.417,268,314,-46,177,356,179,49.7,2324,12,12,3.4,3.4,108.9,6.5,5.69,13.1
2018,Tennessee,176,12,5,7,0,.417,273,335,-62,176,297,121,59.3,2357,15,5,5.1,1.7,139.2,7.9,8.19,13.4
2020,South Carolina,175,10,2,8,0,.200,235,360,-125,175,295,120,59.3,1872,8,9,2.7,3.1,115.5,6.3,5.52,10.7
2017,Florida,174,11,4,7,0,.364,243,300,-57,174,312,138,55.8,1975,10,10,3.2,3.2,113.1,6.3,5.53,11.4
2016,LSU,174,12,8,4,0,.667,340,189,151,174,298,124,58.4,2281,12,7,4.0,2.3,131.3,7.7,7.40,13.1
2002,Alabama,174,13,10,3,0,.769,367,200,167,174,310,136,56.1,2473,12,9,3.9,2.9,130.1,8.0,7.45,14.2
2002,Auburn,174,13,9,4,0,.692,388,231,157,174,299,125,58.2,2390,18,10,6.0,3.3,138.5,8.0,7.69,13.7
2013,Auburn,173,14,12,2,0,.857,553,346,207,173,285,112,60.7,2422,20,8,7.0,2.8,149.6,8.5,8.64,14.0
2011,LSU,173,14,13,1,0,.929,500,158,342,173,279,106,62.0,2135,21,5,7.5,1.8,147.5,7.7,8.35,12.3
2010,LSU,173,13,11,2,0,.846,386,237,149,173,301,128,57.5,2023,10,11,3.3,3.7,117.6,6.7,5.74,11.7
2011,Kentucky,171,12,5,7,0,.417,190,296,-106,171,336,165,50.9,1627,12,12,3.6,3.6,96.2,4.8,3.95,9.5
2006,Auburn,171,13,11,2,0,.846,322,181,141,171,282,111,60.6,2245,14,10,5.0,3.5,136.8,8.0,7.36,13.1
2006,Mississippi State,171,12,3,9,0,.250,221,309,-88,171,360,189,47.5,2300,10,16,2.8,4.4,101.4,6.4,4.94,13.5
2016,Kentucky,170,13,7,6,0,.538,390,407,-17,170,312,142,54.5,2419,17,12,5.4,3.8,129.9,7.8,7.11,14.2
2009,Vanderbilt,170,12,2,10,0,.167,196,280,-84,170,352,182,48.3,1756,6,10,1.7,2.8,90.1,5.0,4.05,10.3
2014,Florida,169,12,7,5,0,.583,363,253,110,169,324,155,52.2,2159,18,14,5.6,4.3,117.8,6.7,5.83,12.8
2010,Vanderbilt,169,12,2,10,0,.167,203,374,-171,169,360,191,46.9,1913,11,11,3.1,3.1,95.6,5.3,4.55,11.3
2004,Vanderbilt,169,11,2,9,0,.182,212,286,-74,169,285,116,59.3,2049,10,5,3.5,1.8,127.8,7.2,7.10,12.1
2010,Mississippi State,168,13,9,4,0,.692,377,258,119,168,288,120,58.3,2424,18,13,6.3,4.5,140.6,8.4,7.64,14.4
2024,Kentucky,167,12,4,8,0,.333,247,265,-18,167,312,145,53.5,2218,15,17,4.8,5.4,118.2,7.1,5.62,13.3
2003,Arkansas,167,13,9,4,0,.692,436,305,131,167,304,137,54.9,2462,20,9,6.6,3.0,138.8,8.1,8.08,14.7
2018,Mississippi State,165,13,8,5,0,.615,371,171,200,165,323,158,51.1,2259,22,10,6.8,3.1,126.1,7.0,6.96,13.7
2011,Auburn,164,13,8,5,0,.615,334,376,-42,164,292,128,56.2,2022,17,13,5.8,4.5,124.6,6.9,6.09,12.3
2004,Arkansas,162,11,5,6,0,.455,328,270,58,162,286,124,56.6,2316,19,13,6.6,4.5,137.5,8.1,7.38,14.3
2022,Auburn,159,12,5,7,0,.417,297,354,-57,159,308,149,51.6,2072,9,12,2.9,3.9,110.0,6.7,5.56,13.0
2004,South Carolina,159,11,6,5,0,.545,243,229,14,159,280,121,56.8,2202,13,15,4.6,5.4,127.5,7.9,6.38,13.8
2001,South Carolina,159,11,9,3,0,.750,279,202,77,159,282,123,56.4,1914,12,8,4.3,2.8,121.8,6.8,6.36,12.0
2008,Vanderbilt,157,13,7,6,0,.538,249,255,-6,157,319,162,49.2,1594,14,12,4.4,3.8,98.1,5.0,4.18,10.2
2000,Mississippi State,156,11,8,4,0,.667,347,265,82,156,281,125,55.5,2118,9,9,3.2,3.2,123.0,7.5,6.74,13.6
2011,Ole Miss,155,12,2,10,0,.167,193,385,-192,155,313,158,49.5,1820,9,13,2.9,4.2,99.5,5.8,4.52,11.7
2002,LSU,155,13,8,5,0,.615,323,238,85,155,325,170,47.7,1990,16,8,4.9,2.5,110.4,6.1,6.00,12.8
2006,Arkansas,154,14,10,4,0,.714,404,256,148,154,302,148,51.0,2093,23,18,7.6,6.0,122.4,6.9,5.77,13.6
2009,Mississippi State,153,12,5,7,0,.417,307,321,-14,153,266,113,57.5,1732,9,17,3.4,6.4,110.6,6.5,4.31,11.3
2008,Tennessee,153,12,5,7,0,.417,208,201,7,153,309,156,49.5,1750,8,9,2.6,2.9,99.8,5.7,4.87,11.4
2000,Alabama,153,11,3,8,0,.273,228,246,-18,153,311,158,49.2,1889,7,16,2.3,5.1,97.4,6.1,4.21,12.3
2013,Arkansas,150,12,3,9,0,.250,248,369,-121,150,301,151,49.8,1782,15,11,5.0,3.7,108.7,5.9,5.27,11.9
2005,Arkansas,150,11,4,7,0,.364,283,271,12,150,280,130,53.6,1581,13,12,4.6,4.3,107.8,5.6,4.65,10.5
2015,LSU,149,12,9,3,0,.750,394,291,103,149,278,129,53.6,2165,13,6,4.7,2.2,130.1,7.8,7.75,14.5
2002,Arkansas,148,14,9,5,0,.643,370,277,93,148,299,151,49.5,1885,18,13,6.0,4.3,113.6,6.3,5.55,12.7
2012,Auburn,147,12,3,9,0,.250,224,340,-116,147,257,110,57.2,1879,8,15,3.1,5.8,117.2,7.3,5.31,12.8
2004,Mississippi State,147,11,3,8,0,.273,173,280,-107,147,291,144,50.5,1591,9,13,3.1,4.5,97.7,5.5,4.08,10.8
2005,Mississippi State,146,11,3,8,0,.273,153,259,-106,146,302,156,48.3,1524,10,10,3.3,3.3,95.0,5.0,4.22,10.4
2004,Alabama,146,12,6,6,0,.500,295,189,106,146,261,115,55.9,1699,11,11,4.2,4.2,116.1,6.5,5.46,11.6
2020,Kentucky,145,11,5,6,0,.455,240,285,-45,145,243,98,59.7,1336,7,5,2.9,2.1,111.2,5.5,5.15,9.2
2001,Alabama,143,11,7,5,0,.583,304,219,85,143,260,117,55.0,2013,16,5,6.2,1.9,136.5,7.7,8.11,14.1
2002,South Carolina,140,12,5,7,0,.417,225,262,-37,140,261,121,53.6,1821,10,15,3.8,5.7,113.4,7.0,5.16,13.0
2014,LSU,138,13,8,5,0,.615,359,228,131,138,275,137,50.2,2118,17,9,6.2,3.3,128.7,7.7,7.47,15.3
2006,Ole Miss,134,12,4,8,0,.333,188,275,-87,134,280,146,47.9,1633,9,10,3.2,3.6,100.3,5.8,4.87,12.2
2001,Arkansas,133,11,7,5,0,.583,291,269,22,133,268,135,49.6,1613,10,11,3.7,4.1,104.3,6.0,4.92,12.1
2019,Kentucky,128,13,8,5,0,.615,353,251,102,128,257,129,49.8,1478,9,8,3.5,3.1,103.4,5.8,5.05,11.5
2002,Vanderbilt,128,12,2,10,0,.167,221,368,-147,128,257,129,49.8,1669,10,12,3.9,4.7,107.9,6.5,5.17,13.0
2021,Purdue,407,13,9,4,0,.692,378,291,87,407,576,169,70.7,4620,35,12,6.1,2.1,153.9,8.0,8.30,11.4
2018,Ohio State,395,14,13,1,0,.929,593,357,236,395,560,165,70.5,5022,50,8,8.9,1.4,172.5,9.0,10.11,12.7
2022,Purdue,369,14,8,6,0,.571,372,383,-11,369,583,214,63.3,3903,26,17,4.5,2.9,128.4,6.7,6.27,10.6
2007,Purdue,369,13,8,5,0,.615,446,345,101,369,594,225,62.1,3993,30,13,5.1,2.2,130.9,6.7,6.75,10.8
2021,Ohio State,349,13,11,2,0,.846,594,296,298,349,494,145,70.6,4952,46,8,9.3,1.6,182.3,10.0,11.16,14.2
2009,Northwestern,342,13,8,5,0,.615,337,318,19,342,531,189,64.4,3725,20,14,3.8,2.6,130.5,7.0,6.58,10.9
2021,Maryland,339,13,7,6,0,.538,381,399,-18,339,489,150,69.3,3960,27,12,5.5,2.5,150.7,8.1,8.10,11.7
2024,Oregon,335,14,13,1,0,.929,488,272,216,335,460,125,72.8,3913,30,6,6.5,1.3,163.2,8.5,9.22,11.7
2024,USC,335,13,7,6,0,.538,392,313,79,335,534,199,62.7,3795,29,15,5.4,2.8,134.7,7.1,6.93,11.3
2018,Purdue,333,13,6,7,0,.462,397,390,7,333,509,176,65.4,3998,28,13,5.5,2.6,144.4,7.9,7.81,12.0
2012,Indiana,331,12,4,8,0,.333,369,423,-54,331,540,209,61.3,3734,24,13,4.4,2.4,129.2,6.9,6.72,11.3
2024,Ohio State,325,16,14,2,0,.875,571,206,365,325,455,130,71.4,4208,37,10,8.1,2.2,171.6,9.2,9.89,12.9
2007,Northwestern,322,12,6,6,0,.500,310,372,-62,322,529,207,60.9,3695,20,19,3.8,3.6,124.8,7.0,6.12,11.5
2006,Purdue,322,14,8,6,0,.571,364,374,-10,322,541,219,59.5,4082,24,20,4.4,3.7,130.1,7.5,6.77,12.7
2019,Indiana,321,13,8,5,0,.615,413,317,96,321,473,152,67.9,3931,24,9,5.1,1.9,150.6,8.3,8.47,12.2
2019,Purdue,320,12,4,8,0,.333,310,367,-57,320,520,200,61.5,3719,29,15,5.6,2.9,134.2,7.2,6.97,11.6
2005,Northwestern,320,12,7,5,0,.583,388,407,-19,320,512,192,62.5,3681,22,9,4.3,1.8,133.6,7.2,7.26,11.5
2018,Northwestern,319,14,9,5,0,.643,339,325,14,319,527,208,60.5,3352,17,16,3.2,3.0,118.5,6.4,5.64,10.5
2018,Indiana,316,12,5,7,0,.417,317,359,-42,316,481,165,65.7,3094,20,13,4.2,2.7,128.0,6.4,6.05,9.8
2024,Maryland,315,12,4,8,0,.333,284,365,-81,315,494,179,63.8,3308,21,14,4.3,2.8,128.4,6.7,6.27,10.5
2016,Purdue,312,12,3,9,0,.250,295,459,-164,312,557,245,56.0,3539,25,25,4.5,4.5,115.2,6.4,5.23,11.3
2003,Michigan State,312,13,8,5,0,.615,363,293,70,312,506,194,61.7,3510,21,15,4.2,3.0,127.7,6.9,6.43,11.3
2010,Indiana,311,12,5,7,0,.417,326,408,-82,311,513,202,60.6,3446,25,12,4.9,2.3,128.5,6.7,6.64,11.1
2023,Maryland,307,13,8,5,0,.615,386,292,94,307,477,170,64.4,3626,27,13,5.7,2.7,141.4,7.6,7.51,11.8
2017,Indiana,306,12,5,7,0,.417,322,304,18,306,502,196,61.0,3188,25,13,5.0,2.6,125.6,6.4,6.18,10.4
2024,Washington,302,13,6,7,0,.462,304,309,-5,302,417,115,72.4,3402,22,8,5.3,1.9,154.5,8.2,8.35,11.3
2013,Illinois,302,12,4,8,0,.333,356,425,-69,302,455,153,66.4,3452,23,14,5.1,3.1,140.6,7.6,7.21,11.4
2017,Penn State,301,13,11,2,0,.846,534,214,320,301,458,157,65.7,3772,32,10,7.0,2.2,153.6,8.2,8.65,12.5
2004,Purdue,297,12,7,5,0,.583,381,206,175,297,486,189,61.1,3854,38,8,7.8,1.6,150.2,7.9,8.75,13.0
2012,Purdue,296,13,6,7,0,.462,373,406,-33,296,482,186,61.4,3100,30,14,6.2,2.9,130.2,6.4,6.37,10.5
2008,Purdue,295,12,4,8,0,.333,296,301,-5,295,502,207,58.8,2995,16,13,3.2,2.6,114.2,6.0,5.44,10.2
2022,Maryland,294,13,8,5,0,.615,366,301,65,294,446,152,65.9,3383,21,8,4.7,1.8,141.6,7.6,7.72,11.5
2024,Penn State,292,16,13,3,0,.813,530,264,266,292,437,145,66.8,3646,30,10,6.9,2.3,155.0,8.3,8.69,12.5
2017,Purdue,292,13,7,6,0,.538,328,267,61,292,491,199,59.5,3270,27,11,5.5,2.2,129.1,6.7,6.75,11.2
2000,Purdue,292,11,8,4,0,.667,357,232,125,292,489,197,59.7,3438,26,12,5.3,2.5,131.4,7.0,6.99,11.8
2021,Penn State,291,13,7,6,0,.538,325,225,100,291,486,195,59.9,3491,25,10,5.1,2.1,133.1,7.2,7.29,12.0
2015,Purdue,290,12,2,10,0,.167,301,438,-137,290,504,214,57.5,2847,18,16,3.6,3.2,110.4,5.6,4.93,9.8
2011,Northwestern,289,13,6,7,0,.462,376,360,16,289,407,118,71.0,3305,26,9,6.4,2.2,155.9,8.1,8.40,11.4
2024,Nebraska,288,13,7,6,0,.538,306,253,53,288,435,147,66.2,2969,13,12,3.0,2.8,127.9,6.8,6.18,10.3
2011,Michigan State,288,14,11,3,0,.786,434,257,177,288,451,163,63.9,3535,26,10,5.8,2.2,144.3,7.8,7.99,12.3
2017,Ohio State,287,14,12,2,0,.857,576,266,310,287,440,153,65.2,3679,39,10,8.9,2.3,160.2,8.4,9.11,12.8
2014,Illinois,287,13,6,7,0,.462,337,442,-105,287,470,183,61.1,3247,25,12,5.3,2.6,131.5,6.9,6.82,11.3
2015,Illinois,285,12,5,7,0,.417,272,279,-7,285,519,234,54.9,2921,16,8,3.1,1.5,109.3,5.6,5.55,10.2
2003,Michigan,284,13,10,3,0,.769,460,219,241,284,476,192,59.7,3520,26,10,5.5,2.1,135.6,7.4,7.54,12.4
2016,Northwestern,282,13,7,6,0,.538,338,289,49,282,483,201,58.4,3186,22,9,4.6,1.9,125.1,6.6,6.67,11.3
2023,Wisconsin,281,13,7,6,0,.538,305,262,43,281,469,188,59.9,2862,14,5,3.0,1.1,118.9,6.1,6.22,10.2
2013,Indiana,279,12,5,7,0,.417,461,466,-5,279,470,191,59.4,3680,36,14,7.7,3.0,144.5,7.8,8.02,13.2
2008,Northwestern,279,13,9,4,0,.692,317,262,55,279,458,179,60.9,2817,20,18,4.4,3.9,119.1,6.2,5.26,10.1
2017,Northwestern,276,13,10,3,0,.769,380,261,119,276,460,184,60.0,3040,17,12,3.7,2.6,122.5,6.6,6.17,11.0
2014,Penn State,276,13,7,6,0,.538,268,242,26,276,497,221,55.5,3034,13,15,2.6,3.0,109.4,6.1,5.27,11.0
2022,Illinois,275,13,8,5,0,.615,315,166,149,275,395,120,69.6,2753,15,5,3.8,1.3,138.2,7.0,7.16,10.0
2022,Ohio State,274,13,11,2,0,.846,575,273,302,274,410,136,66.8,3878,42,6,10.2,1.5,177.2,9.5,10.85,14.2
2003,Illinois,274,12,1,11,0,.083,203,398,-195,274,451,177,60.8,2756,15,16,3.3,3.5,116.0,6.1,5.18,10.1
2024,Minnesota,273,13,8,5,0,.615,340,220,120,273,412,139,66.3,2888,20,6,4.9,1.5,138.3,7.0,7.33,10.6
2012,Penn State,272,12,8,4,0,.667,349,229,120,272,456,184,59.6,3283,24,5,5.3,1.1,135.3,7.2,7.76,12.1
2009,Indiana,272,12,4,8,0,.333,282,354,-72,272,440,168,61.8,2975,17,15,3.9,3.4,124.5,6.8,6.00,10.9
2009,Purdue,272,12,5,7,0,.417,334,349,-15,272,449,177,60.6,3063,23,14,5.1,3.1,128.6,6.8,6.44,11.3
2019,Ohio State,271,14,13,1,0,.929,656,192,464,271,405,134,66.9,3684,48,3,11.9,0.7,181.0,9.1,11.13,13.6
2002,Purdue,271,13,7,6,0,.538,386,288,98,271,452,181,60.0,3324,21,15,4.6,3.3,130.4,7.4,6.79,12.3
2022,Penn State,270,13,11,2,0,.846,465,237,228,270,422,152,64.0,3283,29,7,6.9,1.7,148.7,7.8,8.41,12.2
2019,Michigan State,270,13,7,6,0,.538,291,293,-2,270,464,194,58.2,3182,17,15,3.7,3.2,121.4,6.9,6.14,11.8
2015,Indiana,269,13,6,7,0,.462,475,489,-14,269,461,192,58.4,3820,27,8,5.9,1.7,143.8,8.3,8.68,14.2
2007,Indiana,267,13,7,6,0,.538,412,370,42,267,446,179,59.9,3073,28,11,6.3,2.5,133.5,6.9,7.04,11.5
2017,Nebraska,265,12,4,8,0,.333,309,437,-128,265,459,194,57.7,3330,22,17,4.8,3.7,127.1,7.3,6.55,12.6
2014,Iowa,265,13,7,6,0,.538,367,333,34,265,437,172,60.6,3081,21,7,4.8,1.6,132.5,7.1,7.29,11.6
2016,Indiana,263,13,6,7,0,.462,335,354,-19,263,456,193,57.7,3559,21,18,4.6,3.9,130.5,7.8,6.95,13.5
2010,Northwestern,263,13,7,6,0,.538,343,377,-34,263,385,122,68.3,3057,17,10,4.4,2.6,144.4,7.9,7.65,11.6
2007,Minnesota,262,12,1,11,0,.083,315,440,-125,262,454,192,57.7,2949,25,19,5.5,4.2,122.1,6.5,5.71,11.3
2023,Illinois,261,12,5,7,0,.417,294,353,-59,261,415,154,62.9,3175,23,13,5.5,3.1,139.2,7.7,7.35,12.2
2022,Indiana,261,12,4,8,0,.333,279,407,-128,261,483,222,54.0,2609,16,13,3.3,2.7,105.0,5.4,4.85,10.0
2014,Northwestern,261,12,5,7,0,.417,276,302,-26,261,454,193,57.5,2598,10,14,2.2,3.1,106.7,5.7,4.78,10.0
2002,Northwestern,261,12,3,9,0,.250,272,493,-221,261,451,190,57.9,2784,9,14,2.0,3.1,110.1,6.2,5.18,10.7
2023,Michigan,260,15,15,0,0,1.000,538,156,382,260,361,101,72.0,3205,24,5,6.6,1.4,165.8,8.9,9.58,12.3
