Rank,Class Rk,Year,Player Name,Tier,WR Grade,Overall,Z-Score,School,Conf Rk,DOB,Age,Year,Draft Age,Type,Build,Separator,Height,Weight,BMI,40 Time,Draft Cap,DOM1,DOM2,DOM3,DOM4,DOM5,TDOM,DOM+,Breakout,Y/RR,YAC/R,aDOT,EPA/P,aYPTPA,CTPRR,UCTPRR,Drop%,CC%,Wide %,Slot %,Speed,HaSS
299,28,2020,Isaiah Coulter,Outlier Lite,6.73,51.30,-0.98,Rhode Island,11,9/18/98,27.04,SR,21.61,N/A,PROTO X,Elite Earner,75,198,24.75,4.45,5,0.00%,0.00%,0.00%,23.85%,29.36%,29.36%,17.62%,19.96,2.39,4.20,15.70,0.00,0.00,5%,20%,0.00%,0.0%,0.00%,0.00%,100.98,104.09
300,34,2023,Mitchell Tinsley,Outlier Lite,6.73,51.20,-0.98,Penn State,2,9/15/99,26.05,SR,23.63,Wide,BALL HOG,Poor Separator,72,199,26.99,4.55,0,5.19%,26.40%,19.01%,23.09%,16.09%,21.24%,21.24%,19.97,2.44,6.30,11.90,0.96,2.01,5%,19%,7.30%,0.0%,83.75%,16.00%,92.86,90.03
301,35,2023,Sam James,Outlier Lite,6.73,51.00,-0.98,West Virginia,3,10/31/99,25.93,RS JR,23.50,Slot,PROTO Z,Poor Earner,71,183,25.52,4.5,0,0.05%,22.68%,10.81%,15.67%,27.29%,27.29%,25.92%,19.85,1.95,6.40,11.50,0.94,1.75,3%,17%,11.50%,0.0%,6.55%,93.00%,89.25,84.74
302,22,2019,Greg Dortch,Outlier Lite,6.72,50.80,-0.98,Wake Forest,4,5/29/98,27.35,JR,20.92,Slot,BALL HOG,Elite Earner,67,175,27.41,4.59,0,0.00%,0.00%,0.00%,20.06%,35.13%,35.13%,33.37%,19.27,3.68,9.00,9.20,0.62,3.15,5%,27%,4.30%,0.0%,14.05%,85.45%,78.85,68.63
303,21,2018,Cedrick Wilson,Outlier Lite,6.70,50.70,-1.00,Boise State,7,11/20/95,29.87,SR,22.45,Wide,DEEP,Elite Earner,70,183,26.26,4.55,6,0.00%,0.00%,0.00%,29.11%,41.09%,41.09%,31.23%,20.79,3.74,7.70,16.30,0.89,3.37,4%,25%,6.70%,0.0%,87.75%,11.00%,85.40,79.37
304,25,2021,Ihmir Smith-Marsette,Outlier Lite,6.69,50.50,-1.00,Iowa,2,8/29/99,26.10,SR,21.68,Wide,PROTO Z,Elite Separator,73,181,24.04,4.5,5,0.00%,7.56%,12.25%,24.26%,21.82%,23.04%,23.04%,20.02,2.15,5.10,13.90,0.62,1.76,2%,19%,10.70%,0.0%,81.80%,18.05%,88.28,86.93
305,26,2021,Kawaan Baker,Outlier Lite,6.68,50.40,-1.00,South Alabama,7,8/24/98,27.11,SR,22.70,Slot,PROTO Z,Poor Separator,73,216,28.50,4.41,7,0.00%,3.59%,20.25%,30.12%,24.24%,27.18%,20.65%,20.04,1.92,7.00,12.10,0.43,2.10,5%,15%,7.30%,0.0%,21.80%,78.20%,114.22,113.05
306,27,2021,Dazz Newsome,Outlier Lite,6.67,50.20,-1.01,North Carolina,4,5/15/99,26.39,SR,21.97,Slot,BALL HOG,Poor Earner,70,190,27.16,4.59,6,0.00%,8.39%,18.47%,27.40%,18.91%,23.15%,22.00%,20.31,2.80,6.70,10.80,0.86,2.45,1%,18%,6.90%,0.0%,0.55%,99.10%,85.61,79.79
307,34,2017,Fred Ross,Outlier Lite,6.65,50.00,-1.02,Mississippi State,1,5/19/95,30.38,SR,21.96,Hybrid,SLOB,N/A,74,205,26.32,4.51,0,0.00%,3.62%,13.40%,24.48%,33.64%,33.64%,33.64%,20.30,2.60,7.90,12.10,0.62,2.23,N/A,N/A,8.90%,0.0%,47.30%,74.75%,99.10,100.11
308,20,2018,Richie James,Outlier Lite,6.64,49.90,-1.03,MTSU,10,9/5/95,30.08,JR,22.65,Slot,BALL HOG,Elite Earner,69,185,27.32,4.48,7,0.00%,0.00%,32.92%,38.36%,8.88%,23.62%,16.54%,20.00,3.13,8.30,9.60,0.73,2.92,6%,31%,13.90%,0.0%,6.10%,89.35%,91.85,83.55
309,22,2026,Jayce Brown,Outlier Lite,6.64,49.70,-1.03,Kansas State,3,4/30/05,20.42,JR,21.01,Slot,PROTO Z,Poor Earner,72,175,23.73,4.5,0,0.00%,0.00%,18.12%,29.84%,33.37%,33.37%,31.70%,19.35,2.39,5.90,12.70,0.00,0.00,2%,18%,11.30%,0.0%,22.30%,76.90%,85.35,82.75
310,23,2026,Noah Thomas,Outlier Lite,6.62,49.50,-1.04,Georgia,1,1/13/04,21.72,SR,22.30,Hybrid,PROTO X,Poor Separator,78,200,23.11,4.45,0,0.00%,2.91%,12.05%,22.32%,0.00%,22.32%,22.32%,20.65,1.81,6.50,13.20,0.00,0.00,5%,16%,8.10%,0.0%,74.30%,25.70%,102.00,111.51
311,23,2019,Scott Miller,Outlier Lite,6.58,49.40,-1.06,Bowling Green,7,7/31/97,28.18,SR,21.75,Slot,RAT,Elite Earner,69,174,25.70,4.39,6,0.00%,0.56%,35.68%,25.60%,40.08%,40.08%,30.46%,19.10,3.06,5.70,12.30,0.66,3.03,4%,24%,6.70%,0.0%,8.75%,91.15%,93.70,85.22
312,25,2019,KeeSean Johnson,Outlier Lite,6.57,49.20,-1.07,Fresno State,7,10/9/96,28.99,SR,22.56,Hybrid,BALL HOG,Elite Earner,73,201,26.52,4.6,6,0.00%,15.75%,30.23%,30.41%,35.83%,35.83%,27.23%,19.91,3.33,6.00,11.70,0.62,3.05,6%,26%,6.80%,0.0%,72.65%,26.90%,89.78,88.87
313,28,2021,Shi Smith,Outlier Lite,6.56,49.10,-1.07,South Carolina,1,10/26/98,26.94,SR,22.52,Slot,PROTO Z,Elite Earner,70,186,27.07,4.46,6,0.00%,14.64%,18.97%,18.34%,33.81%,33.81%,33.81%,21.88,2.59,6.20,11.30,0.40,2.27,6%,29%,9.50%,0.0%,18.10%,80.90%,94.02,86.45
314,29,2021,Dax Milne,Outlier Lite,6.55,48.90,-1.08,BYU,5,6/23/99,26.28,JR,21.87,Hybrid,BALL HOG,Elite Earner,73,190,25.07,4.54,7,0.00%,0.00%,2.51%,7.70%,29.81%,29.81%,28.32%,21.22,3.90,5.30,14.00,0.73,3.17,5%,25%,2.80%,0.0%,63.35%,36.35%,89.45,88.53
315,18,2016,Daniel Braverman,Outlier Lite,6.51,48.70,-1.10,Western Michigan,9,9/28/93,32.02,RS JR,22.59,Slot,RAT,N/A,70,177,25.40,4.47,7,0.00%,4.23%,0.00%,27.63%,36.71%,36.71%,25.70%,20.94,3.14,7.90,7.70,0.00,0.00,N/A,N/A,6.20%,0.0%,6.75%,92.45%,88.67,82.41
316,27,2020,Tyrie Cleveland,Outlier Lite,6.50,48.60,-1.11,Florida,1,9/20/97,28.04,SR,22.61,Wide,PROTO Z,Poor Earner,74,205,26.32,4.42,7,0.00%,10.62%,20.76%,7.64%,8.98%,14.87%,14.87%,19.96,1.72,5.10,11.00,0.59,0.80,4%,13%,7.40%,0.0%,78.95%,21.05%,107.42,108.52
317,29,2020,K.J. Osborn,Outlier Lite,6.49,48.40,-1.11,Miami,4,6/10/97,28.32,SR,22.88,Hybrid,DEEP,Poor Separator,71,203,28.31,4.48,5,0.00%,4.36%,14.13%,28.27%,16.89%,22.58%,21.45%,21.24,2.40,7.00,16.20,0.50,2.25,6%,14%,7.40%,0.0%,61.55%,37.65%,100.79,95.69
318,36,2023,Malik Heath,Outlier Lite,6.48,48.20,-1.12,Ole MIss,1,3/3/00,25.59,RS SR,23.16,Wide,SLOB,Elite Separator,74,213,27.35,4.64,0,17.11%,23.18%,9.42%,8.99%,31.15%,31.15%,31.15%,19.51,2.56,6.00,13.00,1.15,2.65,4%,19%,7.70%,0.0%,96.25%,3.40%,91.90,92.84
319,22,2018,Jester Weah,Outlier Lite,6.47,48.10,-1.12,Pitt,4,2/7/95,30.66,SR,23.23,Wide,DEEP,Poor Separator,75,190,23.75,4.43,0,0.00%,0.00%,0.00%,30.19%,26.72%,28.46%,27.03%,21.58,2.88,10.50,17.50,1.21,2.69,7%,15%,14.60%,0.0%,91.70%,8.30%,98.67,101.70
320,29,2022,Reggie Roberson Jr.,Outlier Lite,6.45,47.90,-1.14,SMU,6,8/14/98,27.14,SR,23.72,Wide,PROTO Z,Poor Separator,72,201,27.26,4.58,0,0.78%,24.60%,19.99%,14.91%,17.10%,20.85%,17.72%,20.06,4.22,10.10,12.90,1.14,3.34,4%,16%,9.10%,0.0%,90.45%,9.55%,91.36,88.58
321,37,2023,C.J. Johnson,Outlier Lite,6.42,47.80,-1.15,ECU,6,11/4/00,24.91,SR,22.49,Slot,SLOB,Poor Separator,74,224,28.76,4.66,0,0.00%,26.20%,19.60%,16.00%,26.90%,26.90%,22.87%,18.83,2.38,6.90,10.00,0.99,2.10,5%,17%,4.30%,0.0%,9.60%,39.60%,95.00,95.97
322,31,2025,Arian Smith,Outlier Lite,6.42,47.60,-1.16,Georgia,1,10/11/01,23.98,RS SR,23.56,Wide,DEEP,Poor Earner,72,179,24.28,4.36,4,8.60%,10.12%,6.08%,3.58%,20.36%,20.36%,20.36%,22.90,1.95,7.90,21.00,1.06,0.00,2%,15%,17.20%,0.0%,78.45%,21.45%,99.07,96.05
323,30,2022,Jaquarii Roberson,Outlier Lite,6.40,47.40,-1.17,Wake Forest,4,7/29/98,27.18,RS SR,23.76,Slot,BALL HOG,Elite Earner,73,183,24.14,4.46,0,0.00%,2.41%,2.13%,36.56%,25.05%,30.80%,29.26%,22.12,4.44,7.10,13.40,0.97,2.99,7%,23%,4.10%,0.0%,22.00%,77.80%,92.50,91.56
324,24,2026,Dane Key,Outlier Lite,6.39,47.30,-1.17,Nebraksa,2,7/1/03,22.26,SR,22.84,Wide,PROTO X,Elite Separator,75,195,24.37,4.5,0,0.00%,24.00%,22.94%,32.24%,17.29%,24.77%,24.77%,19.18,2.45,5.00,11.70,0.00,0.00,4%,28%,2.10%,0.0%,77.70%,21.00%,95.11,98.03
325,25,2026,Kevin Coleman,Outlier Lite,6.35,47.10,-1.19,Missouri,1,6/10/03,22.32,JR,22.90,Slot,RAT,Elite Separator,71,180,25.10,4.5,0,0.00%,0.00%,11.32%,32.46%,30.21%,31.33%,31.33%,21.24,3.49,9.20,4.80,0.00,0.00,3%,23%,5.10%,0.0%,10.40%,87.90%,87.79,83.35
326,30,2020,Quintez Cephus,Outlier Lite,6.35,46.90,-1.19,Wisconsin,2,4/1/98,27.51,RS JR,22.08,Hybrid,PROTO Z,Elite Earner,73,207,27.31,4.73,5,0.00%,3.75%,18.63%,0.00%,32.16%,32.16%,32.16%,21.44,3.26,4.80,13.20,0.80,2.57,9%,24%,7.80%,0.0%,35.30%,14.70%,82.71,81.87
327,27,2024,Tahj Washington,Outlier Lite,6.32,46.80,-1.21,USC,5,5/16/01,24.38,RS SR,22.96,Slot,PROTO Z,Poor Earner,69,174,25.70,4.52,7,0.77%,21.67%,16.76%,16.72%,24.53%,24.53%,23.31%,19.32,3.06,8.60,10.90,1.37,1.71,3%,18%,1.70%,0.0%,6.15%,88.20%,83.37,75.83
328,31,2020,Trishton Jackson,Outlier Lite,6.31,46.60,-1.22,Syracuse,4,3/9/98,27.57,RS JR,22.14,Hybrid,BALL HOG,Poor Earner,73,191,25.20,4.5,0,0.00%,3.34%,5.11%,0.78%,35.43%,35.43%,33.66%,21.51,2.08,5.70,14.40,1.48,2.51,4%,17%,4.40%,0.0%,56.15%,43.75%,93.16,92.21
329,38,2023,Derius Davis,Outlier Lite,6.31,46.50,-1.22,TCU,3,9/11/00,25.06,RS SR,22.64,Slot,RAT,Elite Separator,68,165,25.09,4.36,4,6.17%,8.24%,11.83%,18.09%,14.49%,16.29%,15.47%,N/A,2.16,9.50,7.00,0.84,1.67,3%,22%,6.70%,0.0%,5.65%,93.40%,91.32,81.26
330,39,2023,Charlie Jones,Outlier Lite,6.29,46.30,-1.23,Purdue,2,10/29/98,26.93,RS SR,24.51,Wide,RAT,Elite Earner,71,175,24.41,4.43,4,12.52%,0.00%,0.00%,9.20%,34.87%,34.87%,34.87%,23.84,4.80,4.80,11.10,0.80,2.53,8%,22%,2.70%,0.0%,85.85%,14.15%,90.88,86.28
331,40,2023,Tyler Hudson,Outlier Lite,6.29,46.10,-1.23,Louisville,4,9/11/00,25.06,SR,22.64,Hybrid,BALL HOG,Elite Earner,72,197,26.72,4.69,0,0.00%,25.61%,37.77%,39.81%,38.70%,39.26%,37.30%,18.98,2.82,4.90,12.50,0.93,3.00,8%,20%,4.20%,0.0%,45.80%,4.20%,81.43,78.95
332,41,2023,Antoine Green,Outlier Lite,6.28,46.00,-1.23,North Carolina,4,11/15/99,25.88,RS SR,23.46,Wide,DEEP,Poor Earner,74,199,25.55,4.47,7,6.02%,12.65%,4.20%,18.41%,28.67%,28.67%,27.23%,22.80,2.34,5.20,18.10,0.93,2.20,4%,16%,6.50%,0.0%,96.75%,3.25%,99.69,100.71
333,31,2022,Jequez Ezzard,Outlier Lite,6.28,45.80,-1.24,Sam Houston,11,3/13/00,25.56,RS SR,22.14,N/A,RAT,Elite Separator,70,190,27.26,4.43,0,0.00%,38.54%,0.00%,25.53%,19.21%,28.87%,17.32%,18.48,4.73,0.00,0.00,0.00,0.00,3%,23%,0.00%,0.0%,0.00%,0.00%,98.67,91.70
334,19,2016,Mike Thomas,Outlier Lite,6.28,45.60,-1.24,Southern Miss,8,8/16/94,31.14,SR,21.71,Wide,BALL HOG,N/A,73,197,25.99,4.53,6,0.00%,0.00%,0.00%,17.80%,32.48%,32.48%,24.68%,21.05,2.99,7.20,15.10,0.00,0.00,N/A,N/A,9.00%,0.0%,86.85%,13.15%,93.56,92.61
335,22,2015,Justin Hardy,Outlier Lite,6.22,45.50,-1.27,East Carolina,6,12/18/91,33.80,SR,23.37,Hybrid,PROTO Z,N/A,70,192,27.55,4.56,4,0.00%,23.00%,31.12%,30.11%,30.90%,31.01%,26.36%,19.72,2.39,5.10,9.50,0.00,0.00,N/A,N/A,4.00%,0.0%,35.10%,64.20%,88.81,82.54
336,42,2023,Jadon Haselwood,Outlier Lite,6.22,45.30,-1.27,Arkansas,1,4/15/01,24.47,RS JR,22.05,Hybrid,SLOB,Elite Separator,74,215,27.60,4.55,0,0.00%,6.53%,1.88%,11.65%,23.01%,23.01%,23.01%,21.38,2.28,6.50,6.90,0.57,2.15,1%,23%,7.80%,0.0%,51.65%,45.70%,100.33,101.35
337,32,2020,Jeff Thomas,Outlier Lite,6.19,45.20,-1.29,Miami,4,6/17/98,27.30,JR,21.87,Hybrid,PROTO Z,Poor Earner,69,174,25.70,4.45,0,0.00%,0.00%,11.86%,25.89%,11.70%,18.79%,17.85%,20.22,2.48,6.00,12.20,0.81,1.79,3%,16%,0.00%,0.0%,49.30%,49.90%,88.74,80.72
338,32,2025,Jacolby George,Outlier Lite,6.19,45.00,-1.29,Miami,4,1/25/03,22.69,SR,22.27,Wide,PROTO Z,Elite Separator,72,176,23.87,4.55,0,0.00%,6.09%,7.77%,26.18%,16.61%,21.39%,20.32%,20.60,2.43,9.30,12.40,0.00,0.00,3%,19%,7.00%,0.0%,88.70%,11.30%,82.13,79.63
339,33,2025,Roc Taylor,Outlier Lite,6.17,44.80,-1.30,Memphis,6,6/1/02,23.34,SR,22.92,Wide,BALL HOG,Poor Separator,72,213,28.89,4.50,0,0.00%,5.59%,7.33%,27.18%,27.13%,27.16%,23.08%,21.25,2.60,7.50,14.40,1.10,1.10,7%,18%,5.60%,0.0%,96.15%,3.40%,103.89,100.72
340,24,2019,Stanley Morgan Jr.,Outlier Lite,6.16,44.70,-1.30,Nebraska,2,9/7/96,29.07,SR,22.64,Wide,BALL HOG,Elite Earner,72,205,27.80,4.53,0,0.00%,8.76%,16.46%,29.61%,33.85%,33.85%,33.85%,20.99,2.55,5.50,14.40,0.64,2.49,4%,20%,4.10%,0.0%,85.20%,14.80%,97.36,94.40
341,32,2022,Jerreth Sterns,Outlier Lite,6.15,44.50,-1.31,Western Kentucky,10,7/1/99,26.26,SR,22.84,Slot,RAT,Elite Separator,69,194,28.65,4.56,0,0.00%,22.97%,21.62%,24.70%,31.32%,31.32%,21.93%,19.18,2.82,7.70,6.30,0.76,2.73,3%,25%,2.00%,0.0%,3.30%,46.45%,89.74,81.62
342,28,2024,Jha'Quan Jackson,Outlier Lite,6.14,44.30,-1.31,Tulane,6,5/15/00,25.39,RS SR,23.97,Slot,RAT,Poor Separator,69,188,27.76,4.42,6,1.88%,20.04%,11.12%,16.73%,20.42%,20.42%,17.36%,20.32,2.32,10.60,11.70,0.76,2.03,4%,18%,10.30%,0.0%,15.75%,84.25%,98.51,89.61
343,34,2025,Jimmy Horn Jr.,Outlier Lite,6.13,44.20,-1.32,Colorado,3,9/12/02,23.06,SR,22.64,Slot,RAT,Poor Earner,68,174,26.46,4.46,6,0.00%,17.67%,26.63%,16.00%,12.61%,19.62%,18.64%,19.97,1.64,6.90,8.20,0.78,0.00,2%,17%,5.10%,0.0%,3.45%,94.55%,87.95,78.27
344,23,2018,Allen Lazard,Outlier Lite,6.08,44.00,-1.35,Iowa State,3,12/11/95,29.82,SR,22.39,Wide,SLOB,Poor Separator,77,227,26.92,4.55,0,0.00%,19.89%,29.75%,32.78%,27.21%,29.99%,28.49%,19.73,2.60,4.10,13.90,0.82,2.56,9%,18%,9.00%,0.0%,76.70%,23.20%,105.93,113.58
345,43,2023,Grant Dubose,Outlier Lite,6.08,43.90,-1.35,Charlotte,10,6/20/01,24.29,RS JR,21.87,Wide,SLOB,Poor Separator,74,201,25.81,4.57,7,0.00%,0.00%,0.00%,29.30%,24.35%,26.83%,18.78%,20.20,2.34,4.80,11.70,1.30,2.26,7%,18%,8.70%,0.0%,87.90%,11.90%,92.16,93.11
346,26,2019,Lil'Jordan Humphrey,Outlier Lite,6.06,43.70,-1.36,Texas,3,4/15/98,27.47,JR,21.04,Slot,SLOB,Elite Earner,76,225,27.39,4.75,0,0.00%,0.00%,0.50%,12.81%,32.53%,32.53%,30.90%,20.39,2.73,7.30,9.20,0.84,2.48,6%,22%,6.50%,0.0%,4.40%,94.60%,88.40,92.95
347,26,2026,Caleb Douglas,Outlier Lite,6.06,43.50,-1.36,Texas Tech,3,9/9/03,22.07,RS JR,22.65,Wide,SLOB,Poor Separator,76,210,25.56,4.5,0,0.00%,9.77%,10.49%,22.92%,0.00%,22.92%,21.77%,20.99,2.00,5.90,12.80,0.00,0.00,4%,17%,4.80%,0.0%,88.10%,11.60%,102.42,107.69
348,23,2015,JJ Nelson,Outlier Lite,6.06,43.40,-1.36,UAB,10,4/24/92,33.45,SR,23.02,Wide,RAT,N/A,70,156,22.38,4.28,5,0.00%,12.72%,13.41%,39.39%,24.55%,31.97%,22.38%,21.37,2.43,9.50,15.60,0.00,0.00,N/A,N/A,12.20%,0.0%,76.80%,22.90%,92.98,86.42
349,27,2026,Javon Tracy,Outlier Lite,6.05,43.20,-1.37,Minnesota,2,6/1/03,22.34,RS JR,22.92,Hybrid,PROTO Z,Poor Separator,72,195,26.45,4.5,0,0.00%,0.00%,15.03%,28.94%,0.00%,28.94%,28.94%,21.27,2.02,7.30,10.00,0.00,0.00,4%,17%,3.40%,0.0%,41.80%,56.60%,95.11,92.21
350,24,2015,Geremy Davis,Outlier Lite,6.05,43.00,-1.37,UConn,9,1/10/92,33.74,SR,23.31,Wide,PROTO Z,N/A,74,216,27.73,4.47,6,0.00%,3.13%,22.17%,38.61%,27.98%,33.29%,23.31%,20.65,2.11,1.50,13.20,0.00,0.00,N/A,N/A,0.00%,0.0%,80.20%,19.80%,108.21,109.31
351,35,2025,Kobe Hudson,Outlier Lite,6.04,42.90,-1.37,UCF,3,9/11/01,24.06,RS SR,23.64,Wide,DEEP,Elite Earner,72,193,26.18,4.57,0,2.89%,20.13%,22.08%,27.70%,32.14%,32.14%,30.53%,19.99,2.70,8.40,16.40,1.46,0.00,9%,21%,11.30%,0.0%,77.75%,22.25%,88.50,85.80
352,30,2021,Isaiah McKoy,Outlier Lite,6.04,42.70,-1.37,Kent State,9,1/23/00,25.70,JR,21.28,Wide,DEEP,Elite Earner,72,201,27.26,4.68,0,0.00%,0.00%,16.99%,30.64%,35.16%,35.16%,24.61%,19.62,3.67,5.20,17.30,0.65,3.61,4%,29%,16.70%,0.0%,90.60%,9.40%,83.80,81.25
353,33,2022,Michael Woods,Outlier Lite,6.01,42.60,-1.39,Oklahoma,3,3/19/00,25.54,SR,22.12,Wide,PROTO Z,Elite Separator,73,198,26.12,4.5,6,0.00%,0.00%,18.27%,25.77%,11.68%,18.72%,17.79%,20.48,1.91,6.50,12.10,0.83,2.13,2%,23%,7.70%,0.0%,84.65%,15.35%,96.57,95.59
354,31,2021,Tim Jones,Purgatory,5.98,42.40,-1.41,Southern Miss,10,5/15/98,27.39,SR,22.97,Slot,BALL HOG,Elite Earner,73,203,26.97,4.47,0,0.00%,3.88%,18.11%,23.96%,22.54%,23.25%,16.27%,21.31,3.27,7.50,15.30,0.98,2.46,8%,22%,6.30%,0.0%,33.15%,65.90%,101.69,100.14
355,36,2025,Dorian Singer,Purgatory,5.96,42.20,-1.42,Utah,3,10/16/02,22.96,SR,22.55,Wide,PROTO Z,Poor Separator,71,191,26.64,4.48,0,0.00%,26.60%,28.92%,6.68%,29.17%,29.17%,27.71%,18.89,1.88,3.40,13.20,1.09,0.00,6%,19%,1.90%,0.0%,78.30%,21.50%,94.83,90.03
356,32,2021,Racey McMath,Purgatory,5.95,42.10,-1.43,LSU,1,6/14/99,26.31,SR,21.89,Wide,DEEP,Poor Earner,75,211,26.73,4.39,6,0.00%,0.00%,1.41%,4.73%,6.25%,6.25%,6.25%,N/A,3.26,9.30,16.50,1.18,0.88,3%,13%,12.50%,0.0%,84.20%,14.35%,113.62,115.95
357,33,2021,Cornell Powell,Purgatory,5.94,41.90,-1.43,Clemson,4,10/30/97,27.93,RS SR,23.51,Hybrid,PROTO Z,Poor Separator,72,204,27.48,4.53,5,1.71%,1.73%,1.51%,2.82%,21.09%,21.09%,20.04%,22.87,2.21,6.10,13.20,0.86,1.80,4%,15%,3.60%,0.0%,68.15%,31.35%,96.89,94.43
358,37,2025,Mario Williams,Purgatory,5.92,41.70,-1.44,Tulane,6,1/21/03,22.70,JR,22.28,Hybrid,PROTO Z,Elite Earner,69,170,25.10,4.50,0,0.00%,12.02%,17.27%,7.63%,35.24%,35.24%,29.96%,21.62,3.45,7.00,15.60,0.97,0.00,4%,27%,9.20%,0.0%,39.55%,57.00%,82.91,75.42
359,38,2025,Theo Wease Jr.,Purgatory,5.91,41.60,-1.44,Missouri,1,6/25/01,24.27,RS SR,23.85,Wide,PROTO Z,Elite Separator,73,200,26.39,4.57,0,15.30%,0.00%,13.50%,20.00%,30.21%,30.21%,30.21%,22.19,2.65,6.70,11.80,1.09,0.00,3%,23%,3.20%,0.0%,86.30%,13.10%,91.71,90.77
360,34,2022,Isaiah Weston ,Purgatory,5.91,41.40,-1.45,Northern Iowa,11,10/25/97,27.94,RS SR,24.52,N/A,RAT,Poor Earner,76,209,25.44,4.39,0,0.00%,0.00%,37.90%,5.54%,32.96%,35.43%,21.26%,21.86,2.68,11.40,0.00,0.00,0.00,3%,17%,0.00%,0.0%,0.00%,0.00%,112.54,118.33
361,39,2025,Sam Brown,Purgatory,5.90,41.30,-1.45,Miami,5,8/15/02,23.13,SR,22.72,Wide,PROTO Z,Poor Earner,74,200,25.68,4.44,0,4.74%,6.45%,13.64%,27.61%,12.18%,19.89%,18.90%,21.05,1.86,8.50,10.20,1.02,0.00,4%,16%,10.00%,0.0%,89.55%,8.80%,102.93,103.98
362,20,2016,Chris Moore,Purgatory,5.90,41.10,-1.45,Cincinnati,6,6/16/93,32.30,SR,22.88,Wide,DEEP,N/A,73,206,27.18,4.53,4,0.00%,3.94%,16.34%,16.16%,18.87%,18.87%,16.04%,N/A,2.39,9.30,19.00,0.00,0.00,N/A,N/A,11.40%,0.0%,91.80%,8.20%,97.84,96.84
363,29,2024,Joshua Cephus,Purgatory,5.90,40.90,-1.45,UTSA,6,3/5/01,24.58,RS SR,23.16,Slot,BALL HOG,Elite Separator,74,193,24.78,4.58,0,6.99%,22.59%,22.34%,23.11%,35.44%,35.44%,30.13%,19.52,2.39,7.20,9.10,1.02,2.14,4%,21%,1.10%,0.0%,24.20%,73.25%,87.73,88.62
364,33,2020,James Proche,Purgatory,5.89,40.80,-1.46,SMU,6,9/21/96,29.04,RS SR,23.60,Hybrid,BALL HOG,Elite Earner,71,201,28.03,4.62,6,0.00%,22.38%,21.34%,36.78%,30.50%,33.64%,28.59%,19.96,2.62,6.00,10.10,0.71,2.57,9%,26%,2.70%,0.0%,40.30%,59.60%,88.24,83.78
365,27,2019,Cody Thompson,Purgatory,5.89,40.60,-1.46,Toledo,9,1/11/96,29.73,RS SR,23.30,Hybrid,SLOB,Poor Separator,74,205,26.32,4.57,0,1.11%,27.17%,30.24%,13.70%,21.84%,26.04%,18.23%,19.65,3.63,6.30,15.00,0.98,3.02,4%,18%,5.90%,0.0%,68.85%,30.70%,94.00,94.96
366,30,2024,Bub Means,Purgatory,5.88,40.40,-1.47,Pittsburgh,4,1/10/01,24.73,RS SR,23.31,Hybrid,DEEP,Poor Separator,73,212,27.97,4.43,5,0.00%,0.00%,14.89%,13.74%,27.70%,27.70%,26.32%,22.64,2.14,5.20,17.70,0.00,0.00,7%,18%,4.70%,0.0%,66.85%,33.15%,110.09,108.97
367,40,2025,Ja'Corey Brooks,Purgatory,5.83,40.30,-1.49,Louisville,6,10/31/01,23.92,SR,23.50,Wide,PROTO Z,Poor Separator,74,184,23.62,4.50,0,0.00%,5.68%,18.42%,2.27%,31.96%,31.96%,27.17%,22.84,2.57,6.00,15.10,1.47,0.00,6%,18%,10.30%,0.0%,85.45%,14.55%,89.74,90.66
368,33,2017,Stacy Coley,Purgatory,5.82,40.10,-1.50,Miami,4,5/13/94,31.40,SR,22.97,Hybrid,PROTO Z,N/A,72,195,26.45,4.45,7,0.00%,17.12%,5.66%,19.13%,21.16%,21.16%,20.10%,22.33,2.96,7.90,12.50,0.56,1.77,N/A,N/A,7.40%,0.0%,55.50%,66.25%,99.45,96.43
369,34,2020,Kalija Lipscomb,Purgatory,5.81,40.00,-1.50,Vanderbilt,1,10/6/97,27.99,SR,22.56,Wide,BALL HOG,Elite Earner,72,207,28.07,4.57,0,0.00%,12.83%,20.87%,28.91%,24.76%,26.84%,26.84%,19.92,2.50,5.40,10.50,0.44,2.20,4%,21%,4.30%,0.0%,77.75%,21.60%,94.92,92.02
370,29,2019,Jakobi Meyers,Purgatory,5.81,39.80,-1.50,NC State,4,11/9/96,28.90,RS JR,22.47,Slot,SLOB,Elite Earner,74,201,25.81,4.63,0,0.00%,0.00%,4.67%,22.02%,27.86%,27.86%,26.46%,20.82,2.85,4.50,9.30,0.62,2.30,6%,27%,3.20%,0.0%,3.40%,95.25%,87.48,88.37
371,35,2017,Zach Pascal,Purgatory,5.81,39.60,-1.51,Old Dominion,10,12/18/94,30.80,SR,22.37,Hybrid,SLOB,N/A,74,207,26.58,4.55,0,0.00%,0.00%,21.17%,37.02%,31.10%,34.06%,23.84%,19.72,2.70,5.30,13.80,0.52,2.53,N/A,N/A,5.80%,0.0%,47.80%,41.30%,96.60,97.58
372,31,2024,Xavier Weaver,Purgatory,5.80,39.50,-1.51,Colorado,5,10/12/00,24.98,RS SR,23.56,Wide,BALL HOG,Poor Earner,72,169,22.92,4.47,0,8.16%,7.85%,37.16%,41.36%,28.01%,34.68%,32.95%,20.90,2.98,4.90,12.30,0.72,3.14,2%,16%,5.60%,0.0%,86.55%,13.15%,84.66,82.08
