Season,Team,Att,G,W,L,T,W-L%,Pts,PtsO,PtDif,Att,Yds,Y/A,TD
2003,Arizona State,403,12,5,7,0,.417,298,328,-30,403,1408,3.5,11
2006,Washington,402,12,5,7,0,.417,262,311,-49,402,1535,3.8,12
2021,Washington State,401,13,7,6,0,.538,362,315,47,401,1584,4.0,19
2011,Colorado,401,13,3,10,0,.231,257,475,-218,401,1413,3.5,10
2022,Washington,400,13,11,2,0,.846,516,336,180,400,1898,4.7,33
2021,California,400,12,5,7,0,.417,285,267,18,400,1973,4.9,17
2021,USC,399,12,4,8,0,.333,344,381,-37,399,1751,4.4,16
2023,Arizona,398,13,10,3,0,.769,450,274,176,398,1816,4.6,17
2018,USC,393,12,5,7,0,.417,313,324,-11,393,1613,4.1,17
2017,UCLA,393,13,6,7,0,.462,422,476,-54,393,1482,3.8,19
2012,USC,392,13,7,6,0,.538,417,316,101,392,1958,5.0,12
2011,USC,392,12,10,2,0,.833,429,283,146,392,1951,5.0,12
2011,Washington State,392,12,4,8,0,.333,358,381,-23,392,1202,3.1,13
2006,Washington State,392,12,6,6,0,.500,295,277,18,392,1540,3.9,12
2002,California,392,12,7,5,0,.583,427,318,109,392,1296,3.3,14
2019,USC,391,13,8,5,0,.615,422,382,40,391,1537,3.9,18
2013,Colorado,390,13,4,8,0,.333,305,459,-154,390,1232,3.2,5
2009,Washington,390,12,5,7,0,.417,313,320,-7,390,1668,4.3,13
2001,California,390,11,1,10,0,.091,201,431,-230,390,1332,3.4,8
2022,Colorado,387,12,1,11,0,.083,185,534,-349,387,1300,3.4,11
2005,Stanford,387,11,5,6,0,.455,269,337,-68,387,1015,2.6,8
2001,USC,387,11,6,6,0,.500,292,197,95,387,1051,2.7,15
2004,Arizona,386,11,3,8,0,.273,164,275,-111,386,1302,3.4,9
2001,Arizona,386,11,5,6,0,.455,320,377,-57,386,1563,4.0,16
2022,Arizona State,385,12,3,9,0,.250,313,377,-64,385,1623,4.2,21
2018,Stanford,384,13,9,4,0,.692,369,298,71,384,1403,3.7,16
2010,Oregon State,384,12,5,7,0,.417,293,322,-29,384,1435,3.7,18
2009,Arizona State,382,12,4,8,0,.333,268,253,15,382,1431,3.7,14
2005,Arizona,382,11,3,8,0,.273,252,290,-38,382,1342,3.5,11
2005,Washington,380,11,2,9,0,.182,237,337,-100,380,1487,3.9,15
2003,Arizona,380,12,2,10,0,.167,181,429,-248,380,1486,3.9,10
2008,UCLA,379,12,4,8,0,.333,212,348,-136,379,993,2.6,10
2006,Arizona,379,12,6,6,0,.500,199,235,-36,379,1010,2.7,11
2004,Oregon State,378,12,7,5,0,.583,320,294,26,378,848,2.2,10
2022,Stanford,376,12,3,9,0,.250,256,386,-130,376,1288,3.4,14
2014,Oregon State,376,12,5,7,0,.417,308,379,-71,376,1418,3.8,19
2023,Arizona State,374,12,3,9,0,.250,213,382,-169,374,1343,3.6,17
2007,Washington State,374,12,5,7,0,.417,308,389,-81,374,1388,3.7,11
2008,Arizona State,369,12,5,7,0,.417,274,272,2,369,1069,2.9,7
2021,Washington,368,12,4,8,0,.333,258,272,-14,368,1207,3.3,16
2022,Washington State,367,13,7,6,0,.538,339,298,41,367,1389,3.8,17
2006,Stanford,367,12,1,11,0,.083,127,377,-250,367,781,2.1,3
2023,USC,362,13,8,5,0,.615,544,447,97,362,1750,4.8,33
2016,Washington State,360,13,8,5,0,.615,496,343,153,360,1575,4.4,23
2002,Arizona,360,12,4,8,0,.333,227,310,-83,360,526,1.5,7
2023,Colorado,358,12,4,8,0,.333,338,418,-80,358,827,2.3,12
2013,Oregon State,355,13,7,6,0,.538,452,408,44,355,1227,3.5,15
2009,Washington State,354,12,1,11,0,.083,144,462,-318,354,848,2.4,5
2004,Stanford,353,11,4,7,0,.364,242,233,9,353,893,2.5,13
2022,Arizona,352,12,5,7,0,.417,370,438,-68,352,1722,4.9,19
2019,Stanford,345,12,4,8,0,.333,260,358,-98,345,1268,3.7,8
2016,UCLA,345,12,4,8,0,.333,299,330,-31,345,1011,2.9,13
2023,Washington State,342,12,5,7,0,.417,380,337,43,342,1018,3.0,17
2011,Arizona,331,12,4,8,0,.333,369,425,-56,331,1134,3.4,17
2021,Stanford,325,12,3,9,0,.250,245,389,-144,325,1047,3.2,13
2007,Arizona,320,12,5,7,0,.417,336,322,14,320,921,2.9,7
2022,California,319,12,4,8,0,.333,287,334,-47,319,1159,3.6,10
2020,UCLA,318,7,3,4,0,.429,248,215,33,318,1619,5.1,13
2011,Oregon State,318,12,3,9,0,.250,262,370,-108,318,1043,3.3,12
2017,Washington State,303,13,9,4,0,.692,394,335,59,303,877,2.9,8
2015,Washington State,294,13,9,4,0,.692,409,360,49,294,1046,3.6,8
2018,Washington State,278,13,11,2,0,.846,488,303,185,278,1026,3.7,24
2020,Colorado,276,6,4,2,0,.667,171,190,-19,276,1274,4.6,15
2020,Oregon State,258,7,2,5,0,.286,202,233,-31,258,1383,5.4,15
2012,Washington State,252,12,3,9,0,.250,245,404,-159,252,349,1.4,6
2014,Washington State,243,12,3,9,0,.250,382,463,-81,243,478,2.0,5
2013,Washington State,243,13,6,7,0,.462,403,423,-20,243,694,2.9,10
2020,Oregon,237,7,4,3,0,.571,219,198,21,237,1167,4.9,13
2019,Washington State,210,13,6,7,0,.462,491,408,83,210,885,4.2,12
2020,Stanford,197,6,4,2,0,.667,176,190,-14,197,799,4.1,15
2020,Utah,191,5,3,2,0,.600,151,130,21,191,970,5.1,9
2020,Arizona,184,5,0,5,0,.000,87,199,-112,184,782,4.3,4
2020,USC,184,6,5,1,0,.833,200,156,44,184,584,3.2,8
2020,Arizona State,165,4,2,2,0,.500,161,93,68,165,1057,6.4,16
2020,Washington,156,4,3,1,0,.750,121,100,21,156,705,4.5,11
2020,California,148,4,1,3,0,.250,81,106,-25,148,501,3.4,4
2020,Washington State,110,4,1,3,0,.250,108,154,-46,110,517,4.7,8
2017,Navy,822,13,7,6,0,.538,396,342,54,822,4568,5.6,41
2019,Navy,771,13,11,2,0,.846,483,290,193,771,4689,6.1,52
2024,Army,764,14,12,2,0,.857,435,217,218,764,4207,5.5,48
2015,Navy,748,13,11,2,0,.846,478,284,194,748,4247,5.7,53
2016,Navy,739,14,9,5,0,.643,531,434,97,739,4355,5.9,61
2018,Navy,729,13,3,10,0,.231,325,436,-111,729,3596,4.9,37
2022,Navy,708,12,4,8,0,.333,263,292,-29,708,2894,4.1,22
2021,Navy,687,12,4,8,0,.333,241,339,-98,687,2711,3.9,19
2015,Houston,669,14,13,1,0,.929,566,290,276,669,3308,4.9,46
2016,Tulsa,666,13,10,3,0,.769,552,388,164,666,3411,5.1,33
2017,South Florida,634,12,10,2,0,.833,459,282,177,634,3169,5.0,30
2019,Cincinnati,616,14,11,3,0,.786,415,288,127,616,2912,4.7,30
2022,UCF,615,14,9,5,0,.643,460,331,129,615,3197,5.2,35
2018,Memphis,615,14,8,6,0,.571,601,447,154,615,3919,6.4,48
2019,Tulane,610,13,7,6,0,.538,430,342,88,610,3181,5.2,33
2018,Cincinnati,600,13,11,2,0,.846,454,224,230,600,3113,5.2,37
2018,Tulane,600,13,7,6,0,.538,349,358,-9,600,2843,4.7,29
2015,South Florida,594,13,8,5,0,.615,437,298,139,594,3215,5.4,28
2014,Memphis,594,13,10,3,0,.769,471,253,218,594,2476,4.2,31
2018,UCF,593,13,12,1,0,.923,562,295,267,593,3459,5.8,42
2024,Navy,592,13,10,3,0,.769,407,288,119,592,3218,5.4,38
2017,Tulsa,592,12,2,10,0,.167,352,450,-98,592,2967,5.0,36
2015,Tulsa,591,13,6,7,0,.462,483,518,-35,591,2264,3.8,33
2016,Tulane,590,12,4,8,0,.333,289,332,-43,590,2739,4.6,25
2023,South Florida,580,13,7,6,0,.538,415,419,-4,580,2377,4.1,23
2018,Tulsa,578,12,3,9,0,.250,289,355,-66,578,2422,4.2,23
2017,Tulane,575,12,5,7,0,.417,330,350,-20,575,2778,4.8,31
2024,Tulane,567,14,9,5,0,.643,491,289,202,567,2739,4.8,32
2016,South Florida,567,13,11,2,0,.846,569,411,158,567,3715,6.6,47
2015,Memphis,563,13,9,4,0,.692,522,355,167,563,2333,4.1,29
2016,Houston,561,13,9,4,0,.692,466,305,161,561,1912,3.4,29
2016,Temple,561,14,10,4,0,.714,453,258,195,561,2469,4.4,31
2019,UCF,558,13,10,3,0,.769,564,299,265,558,2923,5.2,34
2022,Tulane,557,14,12,2,0,.857,504,311,193,557,2867,5.1,34
2023,SMU,555,14,11,3,0,.786,542,249,293,555,2463,4.4,29
2019,Memphis,551,14,12,2,0,.857,566,370,196,551,2614,4.7,32
2023,Navy,548,12,5,7,0,.417,212,269,-57,548,2335,4.3,16
2021,Tulsa,547,13,7,6,0,.538,343,346,-3,547,2497,4.6,20
2018,Houston,535,13,8,5,0,.615,571,483,88,535,2815,5.3,29
2019,SMU,534,13,10,3,0,.769,544,434,110,534,2351,4.4,35
2023,Tulane,527,14,11,3,0,.786,369,287,82,527,2171,4.1,16
2023,Tulsa,527,12,4,8,0,.333,281,406,-125,527,2169,4.1,13
2016,UCF,527,13,6,7,0,.462,374,320,54,527,1835,3.5,25
2014,UCF,526,13,9,4,0,.692,365,249,116,526,1668,3.2,19
2015,Temple,518,14,10,4,0,.714,417,281,136,518,2097,4.0,25
2023,UTSA,516,13,9,4,0,.692,415,313,102,516,2233,4.3,27
2018,South Florida,516,13,7,6,0,.538,370,416,-46,516,2547,4.9,26
2013,Cincinnati,516,13,9,4,0,.692,417,273,144,516,2190,4.2,28
2020,Tulane,513,12,6,6,0,.500,416,337,79,513,2608,5.1,32
2015,Cincinnati,512,13,7,6,0,.538,440,405,35,512,2313,4.5,25
2021,Houston,511,14,12,2,0,.857,502,286,216,511,2008,3.9,27
2019,Tulsa,503,12,4,8,0,.333,317,376,-59,503,1660,3.3,18
2015,SMU,503,12,2,10,0,.167,333,548,-215,503,1978,3.9,23
2017,UCF,500,13,13,0,0,1.000,627,329,298,500,2589,5.2,39
2018,Connecticut,499,12,1,11,0,.083,266,605,-339,499,2395,4.8,16
2014,Houston,495,13,8,5,0,.615,387,268,119,495,2391,4.8,28
2022,Memphis,493,13,7,6,0,.538,459,338,121,493,1849,3.8,30
2024,South Florida,492,13,7,6,0,.538,418,387,31,492,2343,4.8,34
2022,SMU,492,13,7,6,0,.538,484,440,44,492,2030,4.1,26
2024,UTSA,490,13,7,6,0,.538,431,391,40,490,2180,4.4,21
2018,Temple,488,13,8,5,0,.615,454,352,102,488,2052,4.2,28
2021,South Florida,486,12,2,10,0,.167,278,416,-138,486,1933,4.0,25
2017,SMU,486,13,7,6,0,.538,492,477,15,486,2397,4.9,26
2016,Memphis,485,13,8,5,0,.615,505,375,130,485,2080,4.3,23
2017,Connecticut,484,12,3,9,0,.250,283,455,-172,484,1756,3.6,17
2020,Navy,482,10,3,7,0,.300,166,303,-137,482,1777,3.7,15
2016,SMU,478,12,5,7,0,.417,332,435,-103,478,1959,4.1,14
2015,Connecticut,477,13,6,7,0,.462,223,253,-30,477,1622,3.4,14
2014,Tulsa,477,12,2,10,0,.167,296,471,-175,477,1774,3.7,11
2019,Temple,476,13,8,5,0,.615,342,337,5,476,1791,3.8,16
2021,East Carolina,475,12,7,5,0,.583,356,315,41,475,1949,4.1,20
2021,UCF,473,13,9,4,0,.692,415,319,96,473,2558,5.4,27
2024,East Carolina,471,13,8,5,0,.615,416,355,61,471,2241,4.8,23
2013,UCF,471,13,12,1,0,.923,450,277,173,471,2079,4.4,28
2023,Charlotte,464,12,3,9,0,.250,210,343,-133,464,1740,3.8,16
2019,Houston,461,12,4,8,0,.333,368,408,-40,461,2271,4.9,20
2017,Temple,461,13,7,6,0,.538,326,335,-9,461,1773,3.8,15
2021,Cincinnati,460,14,13,1,0,.929,516,236,280,460,2420,5.3,34
2024,Florida Atlantic,458,12,3,9,0,.250,311,363,-52,458,2268,5.0,24
2013,Louisville,455,13,12,1,0,.923,457,158,299,455,1909,4.2,18
2013,Rutgers,455,13,6,7,0,.462,345,387,-42,455,1684,3.7,17
2014,Cincinnati,454,13,9,4,0,.692,442,354,88,454,2035,4.5,18
2017,Memphis,453,13,10,3,0,.769,592,422,170,453,2562,5.7,33
2024,Tulsa,451,12,3,9,0,.250,300,510,-210,451,1813,4.0,11
2023,North Texas,449,12,5,7,0,.417,414,445,-31,449,2294,5.1,19
2024,Memphis,448,13,11,2,0,.846,464,310,154,448,2263,5.1,33
2019,East Carolina,446,12,4,8,0,.333,321,404,-83,446,1704,3.8,12
2017,Houston,446,12,7,5,0,.583,339,286,53,446,2002,4.5,25
2021,Tulane,445,12,2,10,0,.167,331,408,-77,445,1981,4.5,19
2020,UCF,444,10,6,4,0,.600,422,332,90,444,2107,4.7,23
2019,South Florida,444,12,4,8,0,.333,250,347,-97,444,1938,4.4,15
2022,South Florida,440,12,1,11,0,.083,336,494,-158,440,2374,5.4,25
2013,Memphis,438,12,3,9,0,.250,234,295,-61,438,1660,3.8,14
2013,Houston,435,13,8,5,0,.615,431,283,148,435,1807,4.2,19
2014,East Carolina,433,13,8,5,0,.615,466,336,130,433,2094,4.8,28
2023,Memphis,429,13,10,3,0,.769,512,374,138,429,1976,4.6,31
2022,Tulsa,429,12,5,7,0,.417,367,397,-30,429,1664,3.9,18
2018,East Carolina,427,12,3,9,0,.250,273,448,-175,427,1556,3.6,13
2023,UAB,426,12,4,8,0,.333,359,443,-84,426,1933,4.5,24
2022,Cincinnati,426,13,9,4,0,.692,380,268,112,426,1686,4.0,19
2019,Connecticut,426,12,2,10,0,.167,227,486,-259,426,1547,3.6,13
2022,East Carolina,422,13,8,5,0,.615,423,353,70,422,2218,5.3,25
2013,Temple,422,12,2,10,0,.167,299,358,-59,422,1792,4.2,17
2021,SMU,421,12,8,4,0,.667,461,341,120,421,1948,4.6,20
2014,Tulane,419,12,3,9,0,.250,192,341,-149,419,1746,4.2,11
2016,Connecticut,418,12,3,9,0,.250,178,337,-159,418,1408,3.4,11
2021,Memphis,410,12,6,6,0,.500,361,351,10,410,1675,4.1,18
2015,East Carolina,405,12,5,7,0,.417,329,312,17,405,1618,4.0,19
2016,East Carolina,404,12,3,9,0,.250,324,433,-109,404,1589,3.9,13
2022,Houston,402,13,8,5,0,.615,469,418,51,402,1844,4.6,17
2018,SMU,400,12,5,7,0,.417,365,423,-58,400,1387,3.5,17
2015,Tulane,397,12,3,9,0,.250,236,435,-199,397,1389,3.5,11
2016,Cincinnati,396,12,4,8,0,.333,232,323,-91,396,1420,3.6,8
2014,Connecticut,395,12,2,10,0,.167,186,358,-172,395,1302,3.3,8
2017,East Carolina,394,12,3,9,0,.250,299,540,-241,394,1297,3.3,10
2020,Memphis,392,11,8,3,0,.727,341,307,34,392,1605,4.1,9
2024,UAB,391,12,3,9,0,.250,314,411,-97,391,1571,4.0,9
2024,Charlotte,390,12,5,7,0,.417,284,421,-137,390,1405,3.6,16
2023,Rice,387,13,6,7,0,.462,384,365,19,387,1436,3.7,21
2013,Connecticut,387,12,3,9,0,.250,247,363,-116,387,1010,2.6,12
2024,Temple,386,12,3,9,0,.250,235,425,-190,386,1113,2.9,10
2023,East Carolina,385,12,2,10,0,.167,208,269,-61,385,1360,3.5,12
2024,North Texas,384,13,6,7,0,.462,436,444,-8,384,2088,5.4,24
2020,Cincinnati,381,10,9,1,0,.900,375,168,207,381,2124,5.6,29
2020,SMU,377,10,7,3,0,.700,386,309,77,377,1765,4.7,24
2014,South Florida,376,12,4,8,0,.333,206,324,-118,376,1295,3.4,11
2017,Cincinnati,371,12,4,8,0,.333,251,382,-131,371,1624,4.4,11
2023,Florida Atlantic,369,12,4,8,0,.333,285,306,-21,369,1383,3.7,16
2014,Temple,369,12,6,6,0,.500,277,210,67,369,1293,3.5,11
2020,East Carolina,362,9,3,6,0,.333,272,319,-47,362,1564,4.3,11
2014,SMU,362,12,1,11,0,.083,133,496,-363,362,1202,3.3,9
2021,Temple,359,12,3,9,0,.250,196,450,-254,359,1308,3.6,12
2013,South Florida,358,12,2,10,0,.167,165,343,-178,358,1075,3.0,4
2020,Tulsa,356,9,6,3,0,.667,244,194,50,356,1452,4.1,13
2015,UCF,355,12,0,12,0,.000,167,452,-285,355,971,2.7,4
2020,South Florida,337,9,1,8,0,.111,208,359,-151,337,1339,4.0,11
2023,Temple,331,12,3,9,0,.250,253,428,-175,331,1148,3.5,9
2013,SMU,326,12,5,7,0,.417,321,400,-79,326,1125,3.5,13
2022,Temple,318,12,3,9,0,.250,263,351,-88,318,989,3.1,11
2024,Rice,301,12,4,8,0,.333,266,305,-39,301,1367,4.5,14
2020,Houston,293,8,3,5,0,.375,240,256,-16,293,1145,3.9,12
2020,Temple,284,7,1,6,0,.143,139,260,-121,284,1002,3.5,5
2021,Air Force,832,13,10,3,0,.769,403,257,146,832,4269,5.1,44
2016,Air Force,822,13,10,3,0,.769,457,341,116,822,4136,5.0,39
2015,Air Force,817,14,8,6,0,.571,473,357,116,817,4472,5.5,45
2009,Air Force,815,13,8,5,0,.615,386,204,182,815,3685,4.5,31
2012,Air Force,804,13,6,7,0,.462,356,377,-21,804,4111,5.1,39
2022,Air Force,802,13,10,3,0,.769,362,174,188,802,4247,5.3,37
2014,Air Force,796,13,10,3,0,.769,409,314,95,796,3550,4.5,34
2002,Air Force,786,13,8,5,0,.615,440,303,137,786,4001,5.1,41
2008,Air Force,777,13,8,5,0,.615,348,289,59,777,3470,4.5,27
2017,Air Force,763,12,5,7,0,.417,377,389,-12,763,3675,4.8,38
2019,Air Force,754,13,11,2,0,.846,443,258,185,754,3887,5.2,41
2010,Air Force,748,13,9,4,0,.692,401,274,127,748,3985,5.3,41
2011,Air Force,723,13,7,6,0,.538,454,369,85,723,4092,5.7,43
2007,Air Force,721,13,9,4,0,.692,389,274,115,721,3894,5.4,36
2023,Air Force,719,13,9,4,0,.692,362,236,126,719,3660,5.1,36
2003,Air Force,716,12,7,5,0,.583,322,242,80,716,3367,4.7,31
2018,Air Force,713,12,5,7,0,.417,363,309,54,713,3404,4.8,33
2016,New Mexico,688,13,9,4,0,.692,477,409,68,688,4550,6.6,48
2012,New Mexico,688,13,4,9,0,.308,335,393,-58,688,3917,5.7,34
2001,Air Force,677,12,6,6,0,.500,337,386,-49,677,3279,4.8,36
2015,San Diego State,676,14,11,3,0,.786,450,230,220,676,3266,4.8,32
2012,Nevada,674,13,7,6,0,.538,492,439,53,674,3523,5.2,41
2024,Air Force,673,12,5,7,0,.417,227,279,-52,673,2688,4.0,24
2006,Air Force,660,12,4,8,0,.333,279,302,-23,660,2753,4.2,22
2004,Air Force,648,11,5,6,0,.455,326,342,-16,648,3051,4.7,32
2000,Air Force,647,11,9,3,0,.750,384,278,106,647,3244,5.0,33
2008,Texas Christian,642,13,11,2,0,.846,437,147,290,642,2863,4.5,39
2015,New Mexico,637,13,7,6,0,.538,389,369,20,637,3309,5.2,42
2013,Air Force,637,12,2,10,0,.167,296,480,-184,637,3152,4.9,30
2016,San Diego State,635,14,11,3,0,.786,493,283,210,635,3681,5.8,34
2016,Wyoming,625,14,8,6,0,.571,503,477,26,625,2898,4.6,31
2024,Nevada-Las Vegas,623,14,11,3,0,.786,495,298,197,623,3409,5.5,29
2002,Colorado State,622,14,10,4,0,.714,418,332,86,622,2880,4.6,32
2003,New Mexico,616,13,8,5,0,.615,391,290,101,616,2730,4.4,28
2014,Boise State,609,14,12,2,0,.857,556,375,181,609,2994,4.9,39
2013,New Mexico,604,12,3,9,0,.250,393,513,-120,604,3706,6.1,40
2010,Texas Christian,600,13,13,0,0,1.000,541,156,385,600,3216,5.4,41
2009,Texas Christian,595,13,12,1,0,.923,498,166,332,595,3114,5.2,35
2002,New Mexico,593,13,7,7,0,.500,341,358,-17,593,2504,4.2,26
2013,Utah State,592,14,9,5,0,.643,445,239,206,592,2493,4.2,21
2005,Air Force,588,11,4,7,0,.364,330,349,-19,588,2712,4.6,28
2014,New Mexico,583,12,4,8,0,.333,332,431,-99,583,3725,6.4,34
2012,San Diego State,578,13,9,4,0,.692,427,317,110,578,2869,5.0,30
2017,San Diego State,574,13,10,3,0,.769,400,263,137,574,3288,5.7,33
2007,Texas Christian,574,13,8,5,0,.615,339,243,96,574,2145,3.7,21
2019,Wyoming,572,13,8,5,0,.615,330,231,99,572,2797,4.9,27
2013,Colorado State,571,14,8,6,0,.571,507,417,90,571,2861,5.0,37
2021,San Diego State,568,14,12,2,0,.857,383,277,106,568,2451,4.3,26
2014,Fresno State,566,14,6,8,0,.429,371,454,-83,566,2553,4.5,22
2013,Boise State,563,13,8,5,0,.615,488,323,165,563,2578,4.6,33
2021,Utah State,561,14,11,3,0,.786,456,342,114,561,2038,3.6,13
2023,Boise State,560,14,8,6,0,.571,450,358,92,560,3008,5.4,34
2014,Nevada,560,13,7,6,0,.538,379,354,25,560,2671,4.8,27
2013,Nevada,560,12,4,8,0,.333,323,413,-90,560,2183,3.9,23
2006,Texas Christian,557,13,11,2,0,.846,380,160,220,557,2530,4.5,28
2015,Nevada,556,13,7,6,0,.538,341,349,-8,556,2738,4.9,23
2000,New Mexico,556,12,5,7,0,.417,229,249,-20,556,1776,3.2,15
2024,Boise State,555,14,12,2,0,.857,522,316,206,555,3365,6.1,43
2015,Boise State,553,13,9,4,0,.692,508,263,245,553,2488,4.5,36
2022,Boise State,551,14,10,4,0,.714,413,273,140,551,2751,5.0,27
2022,Utah State,550,13,6,7,0,.462,289,405,-116,550,2069,3.8,14
2000,Nevada-Las Vegas,547,12,8,5,0,.615,339,261,78,547,2734,5.0,24
2018,Nevada-Las Vegas,544,12,4,8,0,.333,345,447,-102,544,2696,5.0,23
2003,Colorado State,543,13,7,6,0,.538,381,318,63,543,2480,4.6,25
2021,Wyoming,541,13,7,6,0,.538,330,308,22,541,2746,5.1,24
2017,New Mexico,541,12,3,9,0,.250,248,382,-134,541,2827,5.2,21
2007,Utah,541,13,9,4,0,.692,341,219,122,541,2177,4.0,20
2016,Colorado State,540,13,7,6,0,.538,459,395,64,540,2834,5.2,30
2008,New Mexico,540,12,4,8,0,.333,253,273,-20,540,2499,4.6,23
2003,Utah,539,12,10,2,0,.833,344,229,115,539,1926,3.6,25
2023,Nevada-Las Vegas,538,14,9,5,0,.643,482,400,82,538,2429,4.5,39
2005,Texas Christian,537,12,11,1,0,.917,398,223,175,537,2306,4.3,32
2015,Colorado State,535,13,7,6,0,.538,385,354,31,535,2572,4.8,20
2019,San Diego State,533,13,10,3,0,.769,276,165,111,533,1837,3.4,12
2011,Texas Christian,532,13,11,2,0,.846,531,279,252,532,2712,5.1,38
2015,San Jose State,531,13,6,7,0,.462,363,354,9,531,2378,4.5,23
2017,Boise State,530,14,11,3,0,.786,455,320,135,530,2013,3.8,25
2017,Nevada-Las Vegas,528,12,5,7,0,.417,346,381,-35,528,2882,5.5,29
2014,Hawaii,527,13,4,9,0,.308,272,349,-77,527,1947,3.7,15
2005,New Mexico,527,11,6,5,0,.545,326,327,-1,527,2200,4.2,23
2019,Boise State,526,14,12,2,0,.857,486,306,180,526,2347,4.5,27
2004,New Mexico,526,12,7,5,0,.583,244,224,20,526,2147,4.1,20
2004,Utah,525,12,12,0,0,1.000,544,234,310,525,2833,5.4,36
2016,Nevada-Las Vegas,521,12,4,8,0,.333,379,441,-62,521,2898,5.6,28
2007,Colorado State,521,12,3,9,0,.250,304,369,-65,521,2000,3.8,15
2018,Boise State,519,13,10,3,0,.769,460,287,173,519,2178,4.2,24
2018,San Diego State,519,13,7,6,0,.538,268,288,-20,519,2102,4.1,16
2017,Colorado State,518,13,7,6,0,.538,434,361,73,518,2608,5.0,26
2010,BYU,518,13,7,6,0,.538,340,281,59,518,2185,4.2,23
2014,San Diego State,517,13,7,6,0,.538,325,258,67,517,2809,5.4,26
2021,Colorado State,514,12,3,9,0,.250,284,339,-55,514,1971,3.8,14
2017,Fresno State,512,14,10,4,0,.714,380,251,129,512,2184,4.3,22
2014,Utah State,512,14,10,4,0,.714,377,276,101,512,2521,4.9,22
2013,San Diego State,510,13,8,5,0,.615,387,412,-25,510,2166,4.2,30
2001,New Mexico,508,11,6,5,0,.545,304,243,61,508,2094,4.1,18
2013,Nevada-Las Vegas,507,13,7,6,0,.538,389,414,-25,507,2243,4.4,25
2001,Nevada-Las Vegas,507,11,4,7,0,.364,284,270,14,507,2361,4.7,19
2018,New Mexico,505,12,3,9,0,.250,319,434,-115,505,1838,3.6,17
2001,BYU,505,13,12,2,0,.857,608,396,212,505,2893,5.7,41
2001,Utah,505,11,8,4,0,.667,319,204,115,505,2408,4.8,23
2007,New Mexico,503,13,9,4,0,.692,321,247,74,503,1767,3.5,16
2008,Wyoming,502,12,4,8,0,.333,152,333,-181,502,2140,4.3,9
2019,New Mexico,500,12,2,10,0,.167,267,446,-179,500,2464,4.9,20
2015,Nevada-Las Vegas,500,12,3,9,0,.250,343,404,-61,500,2319,4.6,19
2011,Nevada-Las Vegas,500,12,2,10,0,.167,217,481,-264,500,1971,3.9,14
2008,Utah,499,13,13,0,0,1.000,480,224,256,499,2034,4.1,24
2002,Nevada-Las Vegas,498,12,5,7,0,.417,292,366,-74,498,2573,5.2,22
2023,Utah State,496,13,6,7,0,.462,431,451,-20,496,2397,4.8,18
2009,Wyoming,496,13,7,6,0,.538,238,355,-117,496,1770,3.6,14
2018,Fresno State,495,14,12,2,0,.857,485,198,287,495,2169,4.4,31
2005,Utah,494,12,7,5,0,.583,360,289,71,494,2142,4.3,18
2016,Boise State,493,13,10,3,0,.769,439,303,136,493,2268,4.6,29
2007,BYU,493,13,11,2,0,.846,391,241,150,493,1877,3.8,24
2018,Wyoming,492,12,6,6,0,.500,248,264,-16,492,2401,4.9,19
2011,Boise State,492,13,12,1,0,.923,575,243,332,492,2235,4.5,31
2011,San Diego State,486,13,8,5,0,.615,383,335,48,486,2398,4.9,28
2017,Utah State,485,13,6,7,0,.462,392,350,42,485,2228,4.6,24
2011,Wyoming,485,13,8,5,0,.615,339,361,-22,485,2361,4.9,20
2009,Utah,485,13,10,3,0,.769,388,263,125,485,2084,4.3,23
2017,San Jose State,483,13,2,11,0,.154,206,542,-336,483,1561,3.2,6
2003,Nevada-Las Vegas,482,12,6,6,0,.500,256,272,-16,482,1601,3.3,11
2015,Utah State,481,13,6,7,0,.462,377,347,30,481,2146,4.5,22
2022,Wyoming,479,13,7,6,0,.538,276,311,-35,479,2358,4.9,16
2018,Utah State,479,13,11,2,0,.846,618,289,329,479,2657,5.5,37
2016,San Jose State,478,12,4,8,0,.333,293,416,-123,478,1861,3.9,16
2015,Wyoming,478,12,2,10,0,.167,228,408,-180,478,2093,4.4,12
2012,Boise State,478,13,11,2,0,.846,393,205,188,478,2186,4.6,25
2004,Wyoming,478,12,7,5,0,.583,318,297,21,478,1552,3.2,16
2016,Hawaii,477,14,7,7,0,.500,396,522,-126,477,2293,4.8,25
2016,Nevada,474,12,5,7,0,.417,305,348,-43,474,2088,4.4,20
2022,San Diego State,471,13,7,6,0,.538,279,267,12,471,1864,4.0,11
2012,Fresno State,471,13,9,4,0,.692,493,310,183,471,1975,4.2,19
2009,BYU,470,13,11,2,0,.846,461,280,181,470,1894,4.0,26
2023,Wyoming,468,13,9,4,0,.692,329,290,39,468,2060,4.4,19
2007,Wyoming,467,12,5,7,0,.417,233,311,-78,467,1558,3.3,14
2022,Fresno State,466,14,10,4,0,.714,428,272,156,466,1851,4.0,28
2014,Nevada-Las Vegas,466,13,2,11,0,.154,285,500,-215,466,1679,3.6,18
2024,Colorado State,463,13,8,5,0,.615,317,335,-18,463,2186,4.7,20
2024,Nevada,462,13,3,10,0,.231,300,374,-74,462,2125,4.6,21
2021,New Mexico,461,12,3,9,0,.250,146,341,-195,461,1454,3.2,5
