Rank,Class Rk,Year,Player Name,Tier,RB Grade,Overall,Z-Score,School,Conf Rk,DOB,Age,Class,Draft Age,Build,Type,Height,Weight,40 Time,Draft Cap,DOM1,DOM2,DOM3,DOM4,DOM5,TDOM,DOM+,RDOM1,RDOM2,ADOM,RDOM+,BOUT,Speed,BMI,MTF/A,YPC,YPR,RPT,ELU,YCO/A,Break %,DOM++,RDOM++,BOUT+,Speed+,MTF/A,YPC+,ELU+,YCO/A+,DC+,BAMA,Rush Yds,Team Yds,Rush TDs,Team TD,Att,MTF,YPC,ELU,YCO/A,Break %,Rec Yds,Team Yds,Recs,Rec TDs,Team TDs,Rush Yds,Team Yds,Rush TDs,Team TD,Att,MTF,YPC,ELU,YCO/A,Break %,Rec Yds,Team Yds,Recs,Rec TDs,Team TDs,Rush Yds,Team Yds,Rush TDs,Team TD,Att,MTF,YPC,ELU,YCO/A,Break %,Rec Yds,Team Yds,Recs,Rec TDs,Team TDs,Rush Yds,Team Yds,Rush TDs,Team TD,Att,MTF,YPC,ELU,YCO/A,Break %,Rec Yds,Team Yds,Recs,Rec TDs,Team TDs,Rush Yds,Team Yds,Rush TDs,Team TD,Att,MTF,YPC,ELU,YCO/A,Break %,Rec Yds,Team Yds,Recs,Rec TDs,Team TDs
31,3,2018,Rashaad Penny,Upside,10.88,90.50,1.22,San Diego State,7,2/2/96,29.67,SR,22.24,FREAK,3DOWN,70,224,4.46,1,0.00%,0.43%,9.08%,21.32%,45.81%,45.81%,29.78%,11.07%,6.72%,8.90%,5.78%,20.59,113.22,32.14,0.30,7.80,11.26,0.06,129.70,4.78,62.60,8.00,6.00,3.00,9.00,8.00,9.00,6.00,8.00,10.0,0.00,0,2166,0,0,0,0,0.00,0.00,0.00,0.00,0,3358,0,0,0,22,2809,0,0,2,0,11.00,0.00,6.00,95.50,0,2319,0,0,0,357,3266,4,0,60,11,6.00,41.00,2.53,33.30,120,1988,8,0,0,992,3680,11,0,134,31,7.40,109.00,4.78,62.60,224,2023,15,0,0,2254,3282,23,0,289,86,7.80,129.70,4.47,56.60,129,1920,19,0,0
32,5,2017,Alvin Kamara,Upside,10.84,90.20,1.20,Tennessee,1,7/25/95,30.20,JR,21.77,BELL CALF,+RECEIVER,70,214,4.53,3,0.00%,0.00%,0.00%,18.18%,20.20%,20.20%,20.20%,11.46%,14.87%,14.87%,14.87%,20.12,101.64,30.70,0.26,6.60,9.15,0.28,132.10,3.78,47.70,4.00,10.00,4.00,6.00,7.00,6.00,9.00,5.00,6.0,1.00,0,1924,0,0,0,0,0.00,0.00,0.00,0.00,0,3787,0,0,0,0,2261,0,0,0,0,0.00,0.00,0.00,0.00,0,1979,0,0,0,0,1903,0,0,0,0,0.00,0.00,0.00,0.00,0,2914,0,0,0,702,2908,7,0,106,28,6.60,109.20,3.75,39.70,296,2582,35,0,0,596,2257,9,0,103,26,5.80,132.10,3.78,47.70,390,2624,40,0,0
33,3,2021,Najee Harris,Upside,10.81,89.90,1.19,Alabama,1,3/9/98,27.57,SR,23.16,BRUISER,SLASHER,73,232,4.66,1,0.00%,6.68%,10.09%,23.01%,26.83%,26.83%,26.83%,6.83%,9.13%,9.13%,9.13%,21.49,98.40,30.61,0.28,5.90,10.28,0.15,106.00,3.57,31.80,7.00,9.00,2.00,4.00,8.00,4.00,4.00,2.00,10.0,1.00,0,3675,0,33,0,0,0.00,0.00,0.00,0.00,0,3154,0,0,26,370,3509,3,36,61,16,6.10,123.30,4.59,33.80,45,2708,6,0,28,783,2976,4,33,117,37,6.70,133.80,4.38,37.40,7,4854,0,0,52,1224,2191,13,27,209,59,5.90,106.00,3.57,28.30,304,4449,27,0,49,1464,2385,26,37,252,71,5.80,102.70,3.26,31.80,425,4656,43,0,42
34,6,2017,Kareem Hunt,Upside,10.78,89.60,1.17,Toledo,9,8/6/95,30.16,SR,21.74,BELL CALF,3DOWN,70,216,4.62,3,0.00%,21.10%,28.21%,31.35%,44.30%,44.30%,28.79%,2.72%,23.71%,23.71%,15.41%,18.08,94.82,30.99,0.29,5.60,7.53,0.14,124.00,4.65,49.30,8.00,10.00,10.00,3.00,8.00,3.00,8.00,9.00,6.0,0.00,0,3161,0,0,0,0,0.00,0.00,0.00,0.00,0,2275,0,0,0,866,2189,0,0,0,0,0.00,0.00,0.00,0.00,68,2238,12,0,0,1631,3333,16,0,205,57,7.90,124.00,4.65,49.30,34,2570,9,0,0,974,1593,12,0,179,43,5.40,84.30,3.34,41.60,45,1657,11,0,0,1473,2535,10,0,261,76,5.60,112.40,3.46,29.30,403,1700,41,0,0
35,5,2023,Zach Charbonnet,Upside,10.73,89.20,1.15,UCLA,5,1/8/01,24.73,SR,22.31,DYNAMIC,3DOWN,72,214,4.5,2,0.00%,14.48%,5.30%,25.19%,25.64%,25.64%,21.79%,6.67%,9.28%,9.28%,7.89%,20.67,104.37,29.02,0.34,7.00,7.73,0.16,120.50,4.15,44.60,4.00,8.00,3.00,7.00,9.00,8.00,6.00,5.00,7.0,1.00,0,2649,0,26,0,0,0.00,0.00,0.00,0.00,0,2804,0,0,24,726,1959,11,26,149,27,4.90,51.90,2.91,20.40,30,3261,8,0,25,124,1614,1,13,19,5,6.50,70.70,2.53,56.50,41,1502,6,0,9,1153,2582,13,31,204,69,5.70,112.60,3.50,37.40,181,2714,23,0,23,1358,3097,14,36,194,52,7.00,120.50,4.15,44.60,320,3448,37,0,29
36,4,2020,Antonio Gibson,Upside,10.72,88.90,1.15,Memphis,6,6/23/98,27.28,SR,21.85,FREAK,+RECEIVER,72,228,4.39,3,0.00%,0.00%,0.00%,3.79%,16.26%,16.26%,12.19%,8.14%,17.59%,17.59%,13.20%,21.22,122.77,30.92,0.48,11.18,18.95,0.54,359.20,7.73,61.80,1.00,10.00,2.00,10.00,10.00,10.00,10.00,10.00,6.0,0.25,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,0,1400,0,17,0,0,0.00,0.00,0.00,0.00,99,1216,6,0,10,369,2614,4,32,33,16,11.18,359.20,7.73,61.80,735,4178,38,0,34
37,5,2020,D'Andre Swift,Upside,10.69,88.60,1.14,Georgia,1,1/14/99,26.72,JR,21.29,DYNAMIC,HORSE,68,212,4.48,2,0.00%,0.00%,11.75%,20.68%,25.14%,25.14%,25.14%,9.38%,6.92%,8.15%,8.15%,19.64,105.26,32.23,0.23,6.40,13.59,0.11,89.80,3.89,46.50,6.00,8.00,6.00,7.00,5.00,6.00,3.00,4.00,7.0,1.00,0,2498,0,22,0,0,0.00,0.00,0.00,0.00,0,2406,0,0,14,0,2486,0,18,0,0,0.00,0.00,0.00,0.00,0,2515,0,0,16,614,3876,3,42,81,16,7.60,102.60,4.37,53.60,153,2653,17,0,24,1049,3343,10,30,163,37,6.40,89.80,3.89,46.50,297,3165,8,0,34,1220,2591,7,21,197,40,6.20,70.70,3.55,37.50,216,3122,24,0,26
38,4,2018,Nick Chubb,Upside,10.67,88.30,1.13,Georgia,1,12/27/95,29.77,SR*,22.35,BELL CALF,SLASHER,70,220,4.52,2,0.00%,29.61%,15.82%,24.32%,21.04%,25.33%,25.33%,3.42%,1.13%,2.28%,2.28%,18.69,105.41,31.56,0.25,8.10,11.65,0.02,91.20,3.76,57.50,6.00,2.00,9.00,8.00,6.00,9.00,3.00,3.00,7.0,1.00,0,2209,0,0,0,0,0.00,0.00,0.00,0.00,0,4085,0,0,0,1549,3352,14,0,219,63,7.10,108.50,3.73,52.10,213,2599,18,0,0,744,2498,7,0,92,23,8.10,88.50,3.70,57.50,32,2406,4,0,0,1130,2486,8,0,224,39,5.00,63.70,3.65,36.50,86,2515,5,0,0,1344,3876,15,0,223,53,6.00,91.20,3.76,45.80,30,2653,4,0,0
39,3,2026,Nicholas Singleton,Upside,10.59,88.00,1.09,Penn State,2,1/4/04,21.75,SR,22.33,FREAK,+RECEIVER,72,228,4.33,2,0.00%,20.26%,20.39%,21.18%,16.72%,18.95%,18.95%,10.70%,6.02%,8.36%,8.36%,18.68,129.72,30.92,0.22,6.78,10.40,0.00,98.80,3.46,38.00,3.00,8.00,9.00,10.00,4.00,7.00,4.00,1.00,7.0,1.00,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,1057,2354,12,29,156,34,6.78,98.80,4.58,59.90,85,3283,11,1,29,753,2402,8,26,171,23,4.40,37.50,2.84,22.40,307,2795,26,2,30,740,2142,7,24,122,22,6.07,55.80,3.46,38.00,292,2730,33,4,22,179,603,0,0,41,3,4.37,15.40,2.37,8.90,44,731,0,0,0
40,3,2016,Kenyan Drake,Upside,10.53,87.70,1.07,Alabama,1,1/26/94,31.69,SR,22.27,DYNAMIC,+RECEIVER,73,210,4.45,3,0.00%,5.26%,16.60%,11.19%,12.14%,14.37%,14.37%,10.44%,8.84%,9.64%,9.64%,19.61,107.10,27.70,0.29,5.48,12.02,0.27,100.60,2.88,42.10,1.00,9.00,6.00,8.00,9.00,2.00,8.00,2.00,6.0,2.00,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,281,2730,5,31,0,0,0.00,0.00,0.00,0.00,0,2616,0,26,0,694,2262,8,24,0,0,0.00,0.00,0.00,0.00,135,2734,12,1,23,126,1033,4,13,23,6,5.48,48.30,2.17,23.00,145,1390,4,2,12,413,2599,1,29,77,22,5.36,100.60,2.88,42.10,261,2952,29,1,20
41,7,2017,James Conner,Upside,10.50,87.40,1.06,Pitt,4,5/5/95,30.42,RS JR,21.99,BRUISER,SLASHER,71,233,4.65,3,0.00%,17.67%,32.42%,1.71%,23.93%,28.18%,25.36%,0.28%,10.48%,10.48%,9.43%,18.34,99.67,32.49,0.30,9.60,13.73,0.09,89.40,2.95,51.90,6.00,9.00,10.00,5.00,8.00,10.00,5.00,1.00,6.0,0.00,0,1730,0,0,0,0,0.00,0.00,0.00,0.00,0,3341,0,0,0,799,1634,0,0,0,0,0.00,0.00,0.00,0.00,33,3074,3,0,0,1765,3243,26,0,296,90,6.00,89.40,2.89,32.50,70,2417,5,0,0,77,2430,2,0,8,2,9.60,52.80,2.38,51.90,7,2478,1,0,0,1088,2926,16,0,216,39,5.00,52.30,2.95,51.70,302,2882,21,0,0
42,3,2015,Tevin Coleman,Upside,10.33,87.10,0.99,Indiana,2,4/16/93,32.47,JR,22.04,DYNAMIC,HORSE,71,206,4.40,3,0.00%,0.00%,5.17%,25.15%,44.61%,44.61%,44.61%,6.99%,8.31%,8.31%,8.31%,20.39,109.92,28.73,0.19,7.51,7.09,0.08,73.60,4.02,57.00,10.00,8.00,4.00,9.00,2.00,8.00,4.00,7.00,6.0,0.00,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,225,1570,1,0,51,0,4.41,0.00,0.00,0.00,49,3734,10,0,0,958,1816,12,0,131,0,7.31,0.00,0.00,0.00,193,2760,19,0,0,2027,3163,15,29,270,50,7.51,73.60,4.02,57.00,141,1697,25,0,7
43,6,2020,Clyde Edwards-Helaire,Upside,10.32,86.80,0.98,LSU,1,4/11/99,26.48,JR,21.05,BELL CALF,+RECEIVER,67,207,4.6,1,0.00%,0.00%,1.44%,14.41%,21.96%,21.96%,21.96%,3.16%,7.52%,7.52%,7.52%,20.42,92.46,32.42,0.33,6.60,9.72,0.20,115.50,3.65,44.70,4.00,8.00,4.00,2.00,9.00,6.00,5.00,2.00,10.0,0.25,0,3082,0,36,0,0,0.00,0.00,0.00,0.00,0,2165,0,0,13,0,2796,0,30,0,0,0.00,0.00,0.00,0.00,0,2281,0,0,12,31,2699,0,25,9,3,3.40,100.00,2.00,0.00,46,2645,3,0,17,659,2257,7,29,147,33,4.50,74.20,3.24,33.80,94,2970,3,0,17,1419,2502,16,32,214,71,6.60,115.50,3.65,44.70,453,6024,55,0,61
44,2,2019,Miles Sanders,Upside,10.28,86.50,0.96,Penn St,2,5/1/97,28.43,JR,22.00,DYNAMIC,3DOWN,71,211,4.49,2,0.00%,0.00%,3.43%,3.69%,25.55%,25.55%,25.55%,0.80%,4.55%,4.55%,4.55%,21.35,103.83,29.43,0.39,6.20,5.90,0.09,77.50,4.97,55.50,6.00,5.00,2.00,7.00,10.00,5.00,2.00,8.00,7.0,1.00,0,1325,0,13,0,0,0.00,0.00,0.00,0.00,0,3034,0,0,13,0,1744,0,15,0,0,0.00,0.00,0.00,0.00,0,2788,0,0,20,184,2406,1,34,25,7,7.40,148.10,5.00,75.50,24,3650,2,0,29,191,2212,2,36,31,12,6.20,201.40,4.97,55.50,30,3772,6,0,32,1276,2664,9,34,220,47,5.80,77.50,3.84,35.10,129,2835,23,0,21
45,2,2024,Trey Benson,Upside,10.25,86.20,0.95,Florida State,4,7/23/02,23.20,RS JR,21.78,FREAK,3DOWN,72,216,4.39,3,0.00%,0.00%,2.71%,18.04%,21.68%,21.68%,19.51%,4.04%,6.95%,6.95%,6.25%,20.13,116.31,29.29,0.51,6.45,11.56,0.11,226.60,4.53,56.10,3.00,6.00,4.00,10.00,10.00,6.00,10.00,7.00,6.0,0.00,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,22,405,1,5,6,0,3.67,0.00,0.83,0.00,1,443,0,0,3,994,2783,9,33,154,79,6.45,226.60,4.53,56.10,142,3513,12,0,29,905,1953,14,30,156,45,5.80,106.40,3.53,53.90,227,3268,20,1,23
46,6,2023,Tyjae Spears,Upside,10.24,85.90,0.95,Tulane,6,6/15/01,24.30,RS JR,21.88,DYNAMIC,3DOWN,70,201,4.4,3,0.00%,17.19%,25.72%,21.73%,29.72%,29.72%,22.29%,5.45%,7.58%,7.58%,5.68%,18.22,107.25,28.84,0.43,6.90,11.54,0.09,197.40,4.81,55.00,4.00,6.00,10.00,8.00,10.00,7.00,9.00,8.00,6.0,0.00,0,2836,0,29,0,0,0.00,0.00,0.00,0.00,0,2378,0,0,15,182,979,1,33,30,13,6.10,182.90,4.27,48.90,128,824,5,0,19,274,652,2,32,37,16,7.40,197.40,4.81,54.00,30,530,2,0,21,863,1977,9,19,129,43,6.70,161.30,4.50,55.00,145,2661,19,0,23,1586,2867,19,34,231,62,6.90,144.00,4.55,50.00,251,3313,22,0,30
47,3,2019,Darrell Henderson,Upside,10.21,85.60,0.93,Memphis,6,8/19/97,28.13,JR,21.70,DYNAMIC,3DOWN,68,208,4.49,3,0.00%,0.00%,11.86%,19.82%,30.09%,30.09%,22.57%,5.19%,8.66%,8.66%,6.50%,20.05,102.35,31.62,0.27,8.90,12.03,0.08,158.60,6.16,70.80,4.00,7.00,4.00,6.00,7.00,10.00,8.00,10.00,6.0,1.00,0,2479,0,31,0,0,0.00,0.00,0.00,0.00,0,3076,0,0,23,0,2333,0,29,0,0,0.00,0.00,0.00,0.00,0,3997,0,0,30,478,2071,5,23,86,16,5.60,57.70,3.22,37.20,237,3957,20,0,34,1145,2562,9,33,128,34,8.90,143.70,5.60,60.30,226,4355,24,0,39,1909,3919,22,48,214,57,8.90,158.60,6.16,70.80,295,3405,19,0,28
48,5,2018,Sony Michel,Upside,10.16,85.30,0.91,Georgia,1,2/17/95,30.63,SR,23.20,BELL COW,HORSE,71,214,4.54,1,0.00%,8.65%,28.94%,19.78%,20.26%,24.60%,24.60%,5.92%,2.41%,4.17%,4.17%,20.55,100.74,29.84,0.23,8.00,9.17,0.05,95.10,4.03,56.20,6.00,4.00,3.00,6.00,5.00,9.00,3.00,5.00,10.0,0.50,0,2209,0,0,0,0,0.00,0.00,0.00,0.00,0,4085,0,0,0,409,3352,5,0,64,17,6.40,66.50,2.25,32.50,106,2599,7,0,0,1160,2498,8,0,219,48,5.30,85.10,3.31,46.20,259,2406,26,0,0,840,2486,4,0,152,26,5.50,63.10,3.14,26.80,149,2515,22,0,0,1259,3876,16,0,157,36,8.00,95.10,4.03,56.20,64,2653,8,0,0
49,6,2025,RJ Harvey,Upside,10.07,85.00,0.88,UCF,3,2/4/01,24.66,RS SR,24.24,DYNAMIC,3DOWN,68,205,4.4,2,0.00%,0.00%,16.50%,26.14%,34.33%,34.33%,30.90%,7.07%,11.14%,11.14%,10.03%,21.60,109.39,31.17,0.33,6.83,11.65,0.08,123.40,3.88,52.40,8.00,9.00,2.00,9.00,9.00,7.00,6.00,4.00,7.0,0.00,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,790,2969,5,0,166,38,0.00,113.00,3.57,42.30,217,3136,23,0,0,1417,2967,16,0,225,74,6.30,123.40,3.56,50.70,238,3364,19,2,0,1578,2977,22,34,231,69,6.83,122.20,3.88,52.40,267,2396,20,3,14
50,7,2020,Ke'Shawn Vaughn,Upside,10.07,84.70,0.88,Vanderbilt,1,5/4/97,28.42,RS SR,22.99,BELL CALF,SLASHER,69,214,4.51,3,17.54%,9.21%,0.00%,26.41%,36.91%,36.91%,36.91%,5.30%,13.86%,13.86%,13.86%,18.34,103.45,31.60,0.28,5.20,12.05,0.13,103.20,3.73,60.10,10.00,10.00,10.00,7.00,8.00,1.00,4.00,3.00,6.0,0.00,718,1856,6,9,157,28,4.60,55.60,3.01,41.90,120,2921,16,0,16,301,2138,3,26,60,10,5.00,47.50,2.73,55.50,89,2095,9,0,13,0,1286,0,14,0,0,0.00,0.00,0.00,0.00,0,2098,0,0,8,1244,2178,12,22,157,44,7.90,140.60,5.28,60.10,168,3168,1,0,24,1028,1496,9,11,199,55,5.20,103.20,3.73,39.00,286,2064,29,0,10
51,8,2020,A.J. Dillon,Upside,10.04,84.40,0.86,Boston College,4,5/2/98,27.42,JR,21.99,BRUISER,3DOWN,72,247,4.53,2,0.00%,0.00%,31.55%,21.51%,37.17%,37.17%,33.45%,1.24%,5.89%,5.89%,5.30%,19.35,117.31,33.50,0.26,5.40,11.24,0.04,88.60,3.88,40.60,9.00,5.00,7.00,10.00,6.00,2.00,3.00,4.00,7.0,0.00,0,2096,0,25,0,0,0.00,0.00,0.00,0.00,0,3038,0,0,20,0,2466,0,31,0,0,0.00,0.00,0.00,0.00,0,3324,0,0,22,1592,1773,14,15,299,64,5.30,83.00,3.88,40.60,0,3273,0,0,21,1104,2027,10,28,226,53,4.90,71.90,3.17,40.10,41,3297,8,0,20,1699,1784,14,16,317,81,5.40,88.60,3.48,31.70,195,3312,13,0,26
52,3,2024,Braelon Allen,Upside,9.99,84.00,0.84,Wisconsin,2,1/20/04,21.70,JR,20.28,BRUISER,3DOWN,74,245,4.59,4,0.00%,0.00%,29.11%,30.85%,26.54%,28.70%,28.70%,4.72%,5.41%,5.41%,5.41%,17.62,110.39,31.45,0.27,5.40,5.59,0.13,109.10,4.48,47.90,8.00,6.00,10.00,9.00,7.00,2.00,5.00,7.00,4.0,0.25,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,1258,2533,12,24,185,45,6.80,109.10,4.48,47.90,39,1922,8,0,10,1242,2158,11,19,230,51,5.40,64.80,2.92,40.30,104,2206,13,0,19,982,1771,12,19,181,49,5.40,99.20,3.77,40.40,131,2422,28,0,12
53,7,2025,Cam Skattebo,Upside,9.93,83.40,0.81,Arizona State,3,2/5/02,23.66,SR,23.24,BELL CALF,3DOWN,69,219,4.57,4,0.00%,16.26%,26.40%,26.61%,40.40%,40.40%,36.36%,11.33%,18.20%,18.20%,16.38%,19.58,100.42,32.34,0.36,5.82,11.92,0.13,164.20,4.09,40.80,10.00,10.00,6.00,5.00,9.00,4.00,8.00,5.00,4.0,0.00,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,520,1628,6,16,57,34,9.12,356.00,6.14,40.40,123,2327,12,1,13,1369,3253,7,18,196,70,6.98,164.20,3.88,40.80,371,3339,31,3,31,786,1505,9,17,164,55,4.79,107.30,3.01,18.60,286,2524,24,1,8,1712,2599,21,23,294,102,5.82,139.10,4.09,34.90,543,2984,44,3,20
53,7,2025,Bhayshul Tuten,Upside,9.93,83.40,0.81,Virginia Tech,3,2/14/03,22.63,SR,22.21,JITTERBUG,+RECEIVER,69,200,4.32,4,0.00%,10.94%,38.10%,21.65%,30.43%,34.26%,30.84%,8.66%,3.89%,6.27%,5.65%,19.57,114.85,29.53,0.39,6.28,9.94,0.11,157.00,4.40,54.00,8.00,6.00,6.00,10.00,10.00,5.00,8.00,6.00,4.0,0.00,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,189,1709,2,14,34,11,5.56,173.60,4.15,41.80,224,2067,9,1,12,1370,2302,13,19,208,76,6.59,157.00,4.35,48.50,333,2168,30,4,17,875,2467,10,20,175,69,5.00,140.10,3.74,34.90,227,2622,25,2,23,1150,1962,15,25,183,62,6.28,143.20,4.40,54.00,81,2083,23,2,14
55,8,2017,D'Onta Foreman,Upside,9.87,83.10,0.79,Texas,3,4/24/96,29.45,JR,21.02,FREAK,SLASHER,72,233,4.45,3,0.00%,0.00%,1.85%,16.72%,35.47%,35.47%,31.92%,3.66%,2.48%,3.07%,2.76%,19.36,118.84,31.60,0.26,7.20,11.23,0.02,77.10,3.54,53.50,8.00,3.00,7.00,10.00,6.00,8.00,4.00,4.00,6.0,0.00,0,2229,0,0,0,0,0.00,0.00,0.00,0.00,0,3421,0,0,0,0,2551,0,0,0,0,0.00,0.00,0.00,0.00,0,2762,0,0,0,74,1786,0,0,16,5,4.60,80.90,2.75,67.60,7,2599,1,0,0,680,2698,5,0,94,24,7.20,77.10,3.05,53.50,64,1751,5,0,0,2016,2871,15,0,323,64,6.20,69.60,3.54,40.70,75,3024,7,0,0
56,4,2024,Bucky Irving,Upside,9.77,82.80,0.75,Oregon,5,8/19/02,23.12,JR,21.70,DYNAMIC,+RECEIVER,69,192,4.55,4,0.00%,0.00%,17.81%,20.91%,21.33%,21.33%,18.13%,8.02%,8.05%,8.05%,6.84%,19.05,89.60,28.35,0.42,6.78,8.22,0.22,170.10,4.36,39.30,3.00,7.00,8.00,2.00,10.00,7.00,8.00,6.00,4.0,1.00,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,696,2392,4,25,132,36,5.27,82.50,2.91,32.00,76,1944,9,0,11,1064,2805,5,34,157,66,6.78,170.10,4.36,38.10,297,3702,30,3,30,1196,2583,11,34,187,69,6.40,148.80,3.98,39.30,391,4857,54,2,49
57,6,2018,Royce Freeman,Upside,9.77,82.50,0.75,Oregon,5,2/4/96,29.67,SR,22.24,BRUISER,3DOWN,71,229,4.54,3,0.00%,18.65%,31.21%,18.51%,28.56%,29.89%,25.40%,4.52%,6.68%,6.68%,5.68%,18.58,107.81,31.94,0.28,6.50,10.09,0.06,111.60,4.08,50.70,6.00,6.00,9.00,8.00,8.00,6.00,5.00,5.00,6.0,0.00,0,3556,0,0,0,0,0.00,0.00,0.00,0.00,0,3789,0,0,0,1372,3518,18,0,253,44,5.40,42.60,2.49,30.00,158,4687,16,0,0,1844,3639,17,0,283,80,6.50,108.60,3.77,46.60,340,3358,26,0,0,948,2717,9,0,167,47,5.70,111.60,4.08,50.70,144,3183,23,0,0,1472,3263,16,0,243,53,6.10,78.80,3.39,37.20,165,2469,15,0,0
58,4,2026,Darius Taylor,Upside,9.73,82.20,0.73,Minnesota,2,6/30/05,20.26,JR,20.84,BELL COW,3DOWN,72,215,4.54,4,0.00%,0.00%,49.41%,32.96%,21.59%,35.50%,35.50%,13.09%,8.70%,10.90%,10.90%,18.19,101.22,29.16,0.25,5.80,6.94,0.13,95.90,3.91,40.20,10.00,9.00,10.00,6.00,6.00,3.00,4.00,4.00,4.0,0.00,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,800,945,5,6,138,35,5.80,95.90,3.76,35.10,92,860,11,0,7,987,1387,10,17,204,46,4.84,86.40,3.91,40.20,349,2666,54,2,18,161,437,0,0,33,7,4.88,78.10,2.70,21.70,45,517,5,0,0
59,4,2015,Duke Johnson,Upside,9.67,81.90,0.71,Miami,4,9/23/93,32.03,JR,21.61,BELL CALF,SLASHER,69,207,4.54,3,0.00%,0.00%,22.11%,29.27%,36.86%,36.86%,33.18%,3.63%,12.96%,12.96%,11.66%,18.95,97.45,30.57,0.16,6.81,10.27,0.14,67.90,3.52,50.30,9.00,9.00,8.00,4.00,2.00,7.00,3.00,4.00,6.0,0.00,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,947,3545,10,0,139,0,6.81,0.00,0.00,0.00,221,1737,27,1,0,920,1282,6,0,145,0,6.34,0.00,0.00,0.00,77,2124,4,0,0,1641,2345,10,20,241,39,6.81,67.90,3.52,50.30,421,3249,39,3,26
60,5,2026,Kaytron Allen,Upside,9.65,81.60,0.70,Penn State,2,1/8/03,22.73,SR,23.32,BRUISER,3DOWN,71,225,4.55,5,0.00%,18.68%,18.86%,14.96%,20.84%,20.84%,20.84%,3.49%,0.68%,2.09%,2.09%,19.67,104.99,31.38,0.41,8.03,7.71,0.08,236.60,5.47,50.20,4.00,2.00,6.00,7.00,10.00,9.00,10.00,9.00,3.0,1.00,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,864,2354,10,29,167,45,5.17,81.00,3.03,25.70,188,3279,20,1,29,899,2402,6,26,172,37,5.23,76.50,3.23,30.40,81,2795,14,1,30,691,2336,5,26,158,26,4.37,46.50,2.73,16.20,104,2978,12,2,24,273,603,0,0,34,14,8.03,236.60,5.47,50.20,5,731,3,0,0
61,9,2017,Aaron Jones,Upside,9.62,81.30,0.68,UTEP,10,12/2/94,30.84,SR,22.42,DYNAMIC,HORSE,69,208,4.5,5,0.00%,19.76%,35.51%,7.69%,45.12%,45.12%,27.07%,4.52%,10.57%,10.57%,6.34%,18.76,101.45,30.71,0.22,7.70,8.97,0.11,151.80,5.19,56.40,7.00,7.00,9.00,6.00,4.00,9.00,10.00,10.00,3.0,0.00,0,1782,0,0,0,0,0.00,0.00,0.00,0.00,0,2688,0,0,0,811,2216,0,0,0,0,0.00,0.00,0.00,0.00,14,1959,4,0,0,1326,2701,11,0,242,44,5.50,63.90,3.49,39.70,293,1858,31,0,0,209,1749,1,0,32,7,6.50,151.80,5.19,53.10,106,2346,9,0,0,1766,2226,17,0,228,41,7.70,73.00,3.98,56.40,233,2204,28,0,0
62,4,2019,David Montgomery,Upside,9.61,81.00,0.68,Iowa State,3,6/7/97,28.33,JR,21.90,BELL CALF,SLASHER,70,222,4.57,3,0.00%,0.00%,13.58%,28.72%,28.47%,28.59%,25.73%,8.34%,5.01%,6.68%,6.01%,20.25,101.79,31.85,0.39,5.10,8.24,0.08,127.80,3.48,31.20,6.00,6.00,4.00,6.00,10.00,1.00,6.00,2.00,6.0,1.00,0,1489,0,12,0,0,0.00,0.00,0.00,0.00,0,2981,0,0,21,0,2184,0,18,0,0,0.00,0.00,0.00,0.00,0,2716,0,0,18,563,1953,2,18,110,22,5.10,87.30,3.67,30.60,124,3106,12,0,21,1145,1470,11,16,258,86,4.40,127.20,3.43,30.70,296,3548,36,0,27,1216,1691,13,20,256,99,4.80,127.80,3.48,31.20,157,3132,22,0,20
