Overall RK,Class Rk,Year,Player Name,,QB Grade,Overall,Z-Score,School,Conf Rk,DOB,Age,Year,Draft Age,Archetype,Height,Weight,40 Time,Draft Cap,DOM1,DOM2,DOM3,DOM4,DOM5,TDOM,DOM+,RDOM1,RDOM2,ADOM,RDOM+,BOUT,Speed,Comp,YPC,ADJ%,BTT%,TWP%,DAA,YPA,MTF/A,YCO/A,BOUT,YPC+,ADJ%+,BTT%+,TWP%+,DAA+,RDOM++,YPA+,MTF/A+,YCO/A+,DC+,BAMA,Raw Passing,Pass Grade,Raw Run,Run Grade,Pass Yards,Team Yds,Pass TDs,INT,ATT,COMP,ADJ%,BTT,TWP,DAA,Rush Yds,Team Yds,ATT,YPC,TDs,MTF,YCO/A,EXP,Pass Yards,Team Yds,Pass TDs,INT,ATT,COMP,ADJ%,BTT,TWP,DAA,Rush Yds,Team Yds,ATT,YPC,TDs,MTF,YCO/A,EXP,Pass Yards,Team Yds,Pass TDs,INT,ATT,COMP,ADJ%,BTT,TWP,DAA,Rush Yds,Team Yds,ATT,YPC,TDs,MTF,YCO/A,EXP,Pass Yards,Team Yds,Pass TDs,INT,ATT,COMP,ADJ%,BTT,TWP,DAA,Rush Yds,Team Yds,ATT,YPC,TDs,MTF,YCO/A,EXP,Pass Yards,Team Yds,Pass TDs,INT,ATT,COMP,ADJ%,BTT,TWP,DAA,Rush Yds,Team Yds,ATT,YPC,TDs,MTF,YCO/A,EXP,
27,1,2016,Jared Goff,Elite Upside,10.46,86.90,1.52,California,5,10/14/94,30.98,JR,21.55,Pocket Passer,76,217,4.82,1,0.00%,0.00%,88.21%,95.44%,96.71%,96.71%,82.20%,6.87%,8.22%,8.22%,6.99%,18.89,80.41,63.8%,13.94,74.0%,6.4%,2.5%,50%,5.50,0.08,1.88,8.0,9.0,4.0,4.0,9.0,5.0,2.0,5.0,0.0,2.0,10.0,0.0,9.1,6.8,0.3,0.0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.00,0,3508,3977,18,10,531,320,0,0.00,0.00,0,0,1,0,0,0,0,0.00,0,3954,4143,35,7,508,313,72,5.6,2.5,41.1,138,2008,12,4,0,1,1.88,4,4726,4887,43,13,531,339,74,6.40,3.90,50.00,182,2214,10,5.50,0,0,1.76,9,
28,2,2017,Patrick Mahomes,Elite Upside,10.32,86.40,1.48,Texas Tech,3,9/17/95,30.05,JR,21.62,Mobile Passer,74,225,4.8,1,0.00%,0.00%,36.67%,91.82%,91.00%,91.41%,82.27%,21.78%,33.92%,33.92%,30.53%,19.97,84.77,65.4%,13.00,75.5%,6.6%,3.7%,44%,5.10,0.10,1.83,5.0,6.0,5.0,5.0,4.0,2.0,10.0,4.0,1.0,2.0,10.0,0.0,6.8,6.8,0.6,0.5,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.00,0,1545,4213,16,4,185,105,70,4.90,5.30,37,156,1897,28,4,0,5,2.24,4,4633,5046,36,15,577,364,74,5.0,3.7,40.3,575,2640,67,5,10,7,1.76,24,5056,5556,41,10,595,389,76,6.60,3.90,44.40,518,1527,63,4.60,12,5,1.83,15,
29,5,2024,Bo Nix,Elite Upside,10.28,85.90,1.46,Oregon,5,2/25/00,25.61,RS SR,24.19,Distributor,74,217,4.62,1,94.10%,99.55%,73.47%,96.95%,91.70%,95.62%,81.28%,18.17%,9.58%,13.87%,11.79%,19.53,95.26,77.3%,12.34,85.5%,5.0%,1.0%,57%,5.70,0.09,1.67,6.0,4.0,10.0,2.0,10.0,8.0,4.0,5.0,0.0,1.0,10.0,0.0,9.8,7.8,0.4,0.2,2538,2697,12,6,382,217,68,4.3,4.1,41.9,429,2730,85,5,7,3,1.4,14,2412,2423,12,7,261,214,69,4.7,2.8,30.9,180,1922,93,2,7,12,2.81,18,2293,3121,11,3,327,197,73,5.00,3.80,40,268,2296,52,5,4,7,2.67,10,3589,3702,29,7,408,293,82,3.7,1.7,55.3,519,2857,91,6,14,8,1.22,17,4454,4857,45,3,467,361,86,4.10,1.00,56.90,256,2673,55,4.65,6,3,1.67,10,
30,4,2018,Josh Allen,Elite Upside,10.07,85.50,1.40,Wyoming,7,5/21/96,29.37,RS JR,21.95,Dual Threat,76,237,4.75,1,0.00%,72.03%,1.92%,99.84%,78.65%,89.24%,66.93%,23.01%,33.64%,33.64%,25.23%,18.29,93.11,56.1%,11.92,67.0%,10.6%,4.1%,47%,5.70,0.25,3.72,10.0,4.0,0.0,10.0,2.0,3.0,9.0,5.0,7.0,8.0,10.0,0.0,5.6,5.6,1.1,1.1,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,2055,2853,0,0,0,0,0,0.0,0.0,0.0,660,1669,0,0,0,0,0.00,0,43,2235,0,0,6,4,80,0.00,0.00,0,40,2334,1,13,0,0,0.33,2,3202,3207,28,15,378,209,67,10.6,4.1,46.5,713,3098,126,6,7,31,3.72,25,1812,2304,16,6,271,152,67,6.10,4.90,39.10,345,1197,74,4.70,5,10,2.99,15,
31,2,2016,Paxton Lynch,Upside,10.00,85.00,1.38,Memphis,6,2/12/94,31.64,JR,22.22,Distributor,79,245,4.86,1,0.00%,0.00%,98.94%,98.54%,94.87%,96.91%,72.68%,16.56%,13.76%,15.16%,11.37%,19.56,87.83,67.0%,12.77,77.1%,6.0%,2.7%,52%,4.10,0.11,1.90,6.0,6.0,7.0,4.0,8.0,6.0,4.0,2.0,1.0,2.0,10.0,0.0,9.1,7.3,0.3,0.2,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.00,0,2056,2078,9,10,349,203,0,0.00,0.00,0,0,1,0,0,0,0,0.00,0,3031,3076,22,9,416,260,73,6.0,3.6,46.0,433,2615,82,4,13,9,1.79,15,3792,3997,28,4,443,297,77,3.80,2.70,51.80,337,2449,62,4.10,2,7,1.90,9,
32,3,2017,Mitchell Trubisky,Upside,9.97,84.50,1.37,North Carolina,4,8/20/94,31.13,RS JR,22.70,Mobile Passer,74,222,4.67,1,0.00%,0.00%,12.70%,15.12%,98.85%,98.85%,88.96%,3.20%,21.58%,21.58%,19.42%,22.05,93.35,85.1%,12.31,85.1%,5.5%,3.7%,41%,6.50,0.21,3.99,0.0,4.0,10.0,3.0,4.0,0.0,8.0,7.0,6.0,9.0,10.0,0.0,6.8,6.8,1.1,0.8,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.00,0,459,3614,5,4,78,42,61,1.30,3.50,19,46,2317,5,6,0,0,2.50,2,555,3671,6,0,47,40,85,6.3,0.0,100.0,104,3255,13,7,3,1,1.00,5,3767,3811,30,6,449,306,75,5.50,3.70,40.80,434,2011,57,5.70,5,12,3.99,14,
33,4,2026,Arch Manning,Upside,9.87,84.00,1.35,Texas,1,4/26/05,20.44,RS SO,21.02,Mobile Passer,76,222,4.7,1,0.00%,0.00%,0.74%,21.05%,94.07%,94.07%,94.07%,5.28%,15.49%,15.49%,15.49%,20.36,90.99,61.3%,13.66,69.3%,7.2%,4.9%,53%,4.88,0.35,2.77,4.0,8.0,0.0,6.0,0.0,6.0,6.0,3.0,10.0,6.0,10.0,0.0,5.9,5.9,0.9,0.7,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.00,0,30,4047,0,0,5,2,40,0.00,0.00,0,16,2848,4,4,0,1,5.00,1,939,4460,9,2,90,61,77,6.4,1.9,47.4,146,2765,21,7,4,3,7.10,4,888,944,9,3,106,65,69,7.20,4.90,52.60,127,820,26,4.88,5,9,2.77,5,
34,1,2022,Kenny Pickett,Upside,9.80,83.50,1.32,Pittsburgh,3,6/6/98,27.33,RS SR,23.91,Distributor,75,217,4.73,1,19.18%,99.40%,90.98%,84.25%,91.21%,95.30%,85.77%,16.97%,18.26%,18.26%,16.43%,20.25,86.71,66.9%,12.90,78.8%,5.2%,2.8%,57%,5.60,0.10,3.00,4.0,6.0,8.0,2.0,7.0,8.0,7.0,5.0,1.0,7.0,10.0,0.0,9.0,7.2,0.8,0.4,501,2612,1,1,67,39,68,2.9,3.5,0.0,99,2008,14,4,2,2,2.3,3,1973,1985,12,6,311,181,70,2.4,4.0,32.1,449,3428,50,5,3,2,2.84,18,3095,3402,13,9,470,289,75,3.50,3.40,49,300,1760,33,4,2,2,2.84,9,2407,2857,13,9,333,203,74,2.8,3.3,45.9,263,1550,30,4,8,3,2.30,8,4308,4723,42,7,499,334,79,5.20,2.80,56.80,440,2410,28,5.60,5,0,3.00,14,
35,5,2026,John Mateer,Upside,9.68,83.00,1.29,Oklahoma,1,4/28/04,21.43,RS JR,22.01,Dual Threat,73,224,4.7,2,0.00%,0.97%,5.57%,87.38%,99.10%,93.24%,93.24%,42.57%,38.91%,40.74%,40.74%,20.36,91.81,67.6%,12.59,75.8%,5.4%,2.5%,53%,6.80,0.36,4.71,4.0,5.0,5.0,2.0,9.0,6.0,10.0,7.0,10.0,10.0,6.0,0.0,7.7,7.7,1.4,1.4,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,32,3300,1,0,2,2,100,0.0,0.0,100.0,48,1701,7,7,0,1,4.14,2,225,4042,2,1,17,13,88,5.60,4.80,50,95,1274,23,4,3,6,2.17,4,3136,3589,29,7,348,223,73,4.9,3.5,46.0,1008,2368,149,7,15,54,4.71,37,1209,1220,6,3,142,96,76,5.40,2.50,52.60,207,532,42,4.93,5,6,2.40,5,
36,6,2024,Michael Penix,Upside,9.54,82.60,1.25,Washington,5,5/8/00,25.41,RS SR,23.99,Pocket Passer,75,213,4.46,1,35.03%,81.96%,44.59%,96.55%,95.17%,95.86%,81.48%,5.67%,4.29%,4.98%,4.23%,20.33,107.66,65.5%,13.48,74.5%,7.3%,1.3%,47%,2.90,0.07,1.29,4.0,7.0,4.0,6.0,10.0,4.0,1.0,0.0,0.0,0.0,10.0,0.0,9.0,6.8,0.0,0.0,1377,3931,10,4,160,109,80,5.6,1.6,40.0,117,1860,25,5,2,2,1.8,5,1645,2007,14,4,22,124,664,10.3,3.6,47.5,23,931,26,1,2,1,0.96,2,939,2106,4,7,163,87,66,4.10,4.40,33,24,1579,13,2,2,1,0.85,0,4641,4807,31,8,558,362,74,4.6,1.3,41.6,113,1993,39,3,4,1,0.64,4,4906,5155,36,11,556,364,75,7.30,1.80,47.00,80,1866,41,1.95,3,3,1.29,3,
37,2,2019,Dwayne Haskins,Upside,9.26,82.10,1.17,Ohio State,2,5/3/97,28.42,JR,22.00,Pocket Passer,75,231,5.04,1,0.00%,0.00%,0.00%,15.36%,96.32%,96.32%,96.32%,2.88%,5.76%,5.76%,5.76%,21.34,71.60,70.2%,12.93,77.1%,4.8%,2.9%,49%,4.10,0.05,1.87,2.0,6.0,7.0,1.0,7.0,4.0,1.0,2.0,0.0,2.0,10.0,0.0,7.5,5.6,0.2,0.0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.00,0,0,1,0,0,0,0,0,0.00,0.00,0,0,1,0,0,0,0,0.00,0,565,3679,4,1,57,40,75,4.8,2.9,83.3,103,3576,20,4,0,1,1.48,4,4837,5022,50,8,535,374,77,4.20,2.90,48.60,144,2502,46,1.90,4,1,1.87,4,
38,5,2018,Josh Rosen,Upside,9.11,81.60,1.12,UCLA,5,2/10/97,28.65,JR,21.22,Pocket Passer,76,210,4.85,1,0.00%,0.00%,97.74%,54.02%,83.85%,90.80%,77.18%,2.63%,4.90%,4.90%,4.16%,18.56,75.91,62.5%,13.27,74.8%,5.8%,4.3%,43%,2.90,0.00,0.75,9.0,7.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,5.2,3.9,0.0,0.0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.00,0,3671,3756,23,11,490,292,70,5.80,5.50,40,141,2459,19,5,2,0,1.39,7,1916,3547,10,5,232,137,72,4.9,5.0,39.4,32,1215,6,3,2,0,0.55,2,3755,4478,26,10,453,283,75,5.70,4.30,42.90,82,1675,18,2.90,2,0,0.75,2,
39,3,2016,Carson Wentz,Upside,8.99,81.10,1.09,North Dakota State,11,12/30/92,32.76,JR,23.34,Dual Threat,77,237,4.77,1,0.00%,0.00%,0.00%,98.70%,59.07%,78.88%,43.39%,20.19%,18.11%,19.15%,10.53%,21.68,91.56,64.3%,12.70,74.1%,6.5%,3.8%,50%,6.02,0.18,3.16,1.0,5.0,4.0,5.0,3.0,5.0,4.0,6.0,4.0,7.0,10.0,0.0,6.5,6.5,0.8,0.8,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.00,0,0,1,0,0,0,0,0,0.00,0.00,0,0,1,0,0,0,0,0.00,0,3111,3152,0,0,28,18,74,0.0,0.0,50.0,760,3764,138,6,0,2,2.38,1,1651,2795,17,4,208,130,73,6.50,3.80,38.50,343,1894,57,6.02,6,10,3.16,11,
40,6,2026,Drew Allar,Upside,8.91,80.60,1.07,Penn State,2,3/8/04,21.57,SR,22.15,Game Manager,77,236,4.7,1,0.00%,10.48%,93.99%,91.25%,85.64%,92.62%,92.62%,12.37%,8.13%,10.25%,10.25%,19.50,96.73,66.5%,10.98,73.7%,5.1%,1.1%,51%,7.00,0.26,4.00,6.0,2.0,3.0,2.0,10.0,6.0,4.0,8.0,8.0,9.0,10.0,0.0,6.2,4.6,1.1,0.0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,344,3283,4,0,60,35,71,4.7,0.0,28.6,63,2473,18,4,1,6,4.22,3,2627,2795,25,2,391,233,74,2.90,1.10,36,305,2527,60,5,4,14,3.25,11,3327,3646,24,8,394,262,73,5.1,2.1,51.1,419,3388,81,5,6,21,3.11,17,626,731,4,1,88,57,73,1.10,2.00,25.00,49,603,7,7.00,0,1,4.00,3,
41,5,2021,Trey Lance,Upside,8.88,80.10,1.05,North Dakota State,11,5/9/00,25.40,JR,20.98,Run First,75,221,4.65,1,0.00%,0.00%,0.43%,95.71%,12.16%,53.94%,29.66%,24.77%,7.22%,16.00%,8.80%,19.32,94.54,66.7%,14.52,72.0%,5.6%,1.4%,40%,6.89,0.23,4.67,7.0,10.0,2.0,3.0,10.0,0.0,3.0,7.0,7.0,10.0,10.0,0.0,7.6,7.6,1.0,0.5,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.00,0,12,2783,0,0,1,1,100,0.00,0.00,0,82,4385,8,10,2,1,8.50,3,2788,2913,28,0,288,192,72,5.6,1.4,39.6,1150,4642,167,7,2,39,4.67,39,149,1225,2,1,30,15,59,3.30,2.90,33.30,161,2231,15,10.73,2,9,8.87,6,
42,3,2023,Anthony Richardson,Upside,8.81,79.70,1.03,Florida,1,5/22/02,23.37,JR,20.95,Run First,76,244,4.3,1,0.00%,0.00%,0.59%,15.95%,87.73%,87.73%,87.73%,14.84%,26.25%,26.25%,26.25%,20.30,142.74,58.7%,14.59,66.7%,6.2%,3.3%,42%,8.30,0.40,4.58,4.0,10.0,0.0,4.0,5.0,0.0,9.0,10.0,10.0,10.0,10.0,0.0,6.0,6.0,1.5,0.7,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.00,0,27,4543,1,1,2,1,50,0.00,0.00,100,61,1710,7,9,0,2,3.57,1,527,3304,6,5,63,37,67,6.2,6.5,31.3,415,2797,50,8,3,15,4.58,10,2553,2910,17,9,330,175,64,5.50,3.30,42.20,713,2716,97,7.40,9,39,3.56,19,
43,7,2026,Garrett Nussmeier,Upside,8.75,79.20,1.02,LSU,1,2/7/02,23.65,RS SR,24.23,Pocket Passer,74,200,4.7,1,9.95%,21.22%,13.39%,98.68%,87.27%,98.68%,98.68%,5.65%,7.33%,7.33%,7.33%,22.58,81.97,68.6%,10.21,78.6%,7.5%,2.6%,50%,3.70,0.04,1.16,0.0,0.0,8.0,7.0,8.0,5.0,2.0,1.0,0.0,0.0,10.0,0.0,8.0,6.0,0.1,0.0,329,3308,2,2,57,29,59,10.3,3.2,25.0,-7,1766,2,-4,0,0,0.0,0,800,3770,5,4,84,52,58,8.0,5.6,44.4,-2,2804,3,-2,0,0,0.00,0,590,4406,4,1,78,48,73,6.00,1.20,44,-2,2785,4,-1,1,0,0.00,0,4043,4097,29,12,525,336,71,4.7,3.1,39.5,93,1646,25,4,3,1,1.16,4,960,1100,6,2,137,94,79,7.50,2.60,50.00,40,546,13,3.08,1,0,0.69,2,
44,3,2019,Daniel Jones,Upside,8.71,78.70,1.01,Duke,4,5/27/97,28.36,JR,21.93,Game Manager,77,221,4.81,1,0.00%,0.00%,98.68%,97.01%,83.46%,91.07%,81.96%,28.74%,21.54%,25.14%,22.62%,19.28,82.57,60.1%,11.31,74.0%,4.7%,3.1%,44%,6.20,0.06,2.56,7.0,3.0,4.0,1.0,6.0,2.0,8.0,6.0,0.0,5.0,10.0,0.0,4.7,3.5,0.7,0.0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.00,0,2839,2877,16,9,429,269,73,2.90,3.10,33,648,2030,92,6,7,14,2.92,28,2691,2774,14,11,456,257,69,4.0,5.8,33.3,703,2446,117,5,7,7,2.51,24,2670,3199,22,9,393,236,74,4.70,3.50,44.40,488,2266,60,6.20,3,3,2.56,17,
45,5,2020,Jordan Love,Upside,8.69,78.20,1.00,Nevada,7,11/2/98,26.92,JR,21.50,Distributor,76,224,4.65,1,0.00%,0.00%,55.51%,92.81%,93.85%,93.85%,70.39%,4.05%,12.52%,12.52%,9.39%,18.84,95.82,64.0%,11.58,72.7%,6.4%,3.0%,41%,3.90,0.14,1.64,9.0,4.0,2.0,4.0,7.0,0.0,4.0,1.0,2.0,1.0,10.0,0.0,5.1,4.0,0.3,0.2,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.00,0,1631,2938,8,6,236,129,69,3.60,3.40,40,214,2373,33,5,2,5,3.00,12,3550,3825,32,6,420,269,73,4.5,3.0,40.8,110,2716,34,3,7,2,1.59,3,3405,3628,20,17,474,294,71,6.40,4.70,41.20,266,2125,42,3.90,0,6,1.64,7,
46,2,2022,Matt Corral,Upside Lite,8.44,77.70,0.93,Ole Miss,1,1/31/99,26.67,RS JR,23.25,Dual Threat,74,212,4.75,3,0.00%,5.75%,58.51%,96.84%,93.79%,95.31%,95.31%,26.35%,24.57%,25.46%,25.46%,20.59,83.29,71.0%,12.84,78.9%,7.0%,1.8%,60%,6.30,0.26,3.43,3.0,6.0,8.0,6.0,10.0,10.0,9.0,6.0,8.0,7.0,3.0,0.0,11.4,11.4,1.1,1.1,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,239,4157,2,1,22,16,73,4.5,0.0,62.5,101,2166,7,10,2,4,7.90,2,1362,2328,6,3,180,105,68,4.10,4.40,36,219,3172,27,5,1,8,3.41,11,3340,3449,29,13,324,230,79,7.0,3.8,60.3,594,2254,51,6,4,11,3.43,21,3351,3573,20,5,392,261,77,4.30,1.80,42.30,748,3044,74,5.80,11,19,2.37,26,
47,8,2026,Sam Leavitt,Upside Lite,8.40,77.20,0.92,Arizona State,3,12/20/04,20.78,JR,21.36,Run First,74,210,4.7,1,0.00%,0.00%,5.80%,87.77%,100.00%,93.88%,84.50%,17.05%,29.78%,29.78%,26.80%,19.71,86.07,61.4%,10.54,72.3%,6.2%,1.1%,38%,7.97,0.34,6.20,6.0,1.0,2.0,4.0,10.0,0.0,9.0,9.0,10.0,10.0,10.0,0.0,4.8,4.8,1.4,0.7,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.00,0,139,2398,2,2,23,15,80,4.20,9.70,40,84,1286,9,9,0,3,3.56,3,2820,3213,24,6,350,215,72,3.6,1.1,37.5,502,2944,107,5,5,34,2.91,21,748,748,6,3,118,71,69,6.20,3.90,29.40,279,937,35,7.97,4,12,6.20,13,
48,3,2022,Sam Howell,Upside Lite,8.29,76.80,0.88,North Carolina,4,9/16/00,25.05,JR,21.62,Dual Threat,73,218,4.9,5,0.00%,0.00%,97.90%,98.29%,91.79%,95.04%,85.53%,11.09%,36.42%,36.42%,32.78%,18.97,75.63,68.0%,14.13,77.2%,8.8%,2.2%,53%,8.10,0.46,4.76,8.0,10.0,7.0,9.0,9.0,6.0,10.0,10.0,10.0,10.0,1.0,0.0,12.2,12.2,1.5,1.5,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.00,0,3638,3716,38,7,423,258,75,6.70,3.50,49,247,2699,43,4,1,6,1.86,5,3555,3617,30,7,347,236,77,8.8,2.2,53.3,343,3092,30,5,5,9,3.72,16,3051,3324,24,9,351,216,73,6.10,2.20,39.40,1106,3037,76,8.10,11,35,4.76,45,
49,6,2021,Kyle Trask,Upside Lite,7.96,76.30,0.79,Florida,1,3/6/98,27.58,RS SR,23.16,Pocket Passer,77,239,4.8,2,0.00%,0.00%,5.84%,75.22%,94.17%,94.17%,94.17%,9.07%,10.06%,10.06%,10.06%,21.50,90.05,68.7%,14.21,76.6%,8.9%,2.6%,59%,3.90,0.11,1.96,1.0,10.0,6.0,9.0,8.0,9.0,4.0,1.0,1.0,2.0,6.0,0.0,12.3,9.2,0.3,0.0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.00,0,162,2776,1,0,22,14,71,0.00,0.00,25,-7,2914,5,-1,1,1,2.40,1,2941,3910,25,7,355,237,75,2.4,5.3,47.6,170,1874,33,4,4,1,1.59,6,4278,4543,43,8,438,301,77,8.90,2.60,59.40,172,1710,35,3.70,3,4,1.96,4,
50,4,2019,Drew Lock,Upside Lite,7.89,75.80,0.77,Missouri,1,11/10/96,28.90,SR,22.47,Distributor,75,228,4.69,2,0.00%,67.02%,95.18%,98.65%,96.20%,97.43%,97.43%,6.54%,9.49%,9.49%,9.49%,18.82,94.25,62.8%,12.71,73.5%,7.0%,2.0%,55%,5.50,0.12,2.45,9.0,5.0,3.0,6.0,10.0,7.0,4.0,5.0,1.0,4.0,6.0,0.0,8.6,6.9,0.5,0.3,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,1331,1986,4,8,265,129,57,4.3,6.0,22.8,178,1549,16,5,1,1,1.26,8,3374,3545,23,10,436,238,64,6.70,4.90,38,196,2635,36,4,1,7,2.16,8,3958,4012,44,13,421,242,72,7.0,3.2,44.9,171,2614,28,5,1,2,1.39,7,3494,3632,28,8,438,275,74,7.00,2.00,54.70,260,2741,34,5.50,6,4,2.45,11,
51,3,2025,Jalen Milroe,Upside Lite,7.72,75.30,0.72,Alabama,1,12/13/02,22.81,RS JR,22.39,Run First,74,225,4.4,3,0.00%,0.81%,8.11%,92.00%,92.22%,92.22%,92.22%,28.87%,35.91%,35.91%,35.91%,20.74,120.06,65.6%,13.82,73.0%,9.1%,2.5%,52%,6.20,0.27,3.87,3.0,9.0,3.0,10.0,9.0,6.0,10.0,6.0,9.0,9.0,3.0,0.0,10.8,10.8,1.3,0.6,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,41,5073,1,0,7,3,67,14.3,0.0,100.0,66,2545,13,5,0,3,3.46,4,297,3660,5,3,53,31,64,0.00,10.30,0,287,2739,29,10,1,2,2.17,10,2839,3086,23,6,285,187,73,9.1,2.8,52.2,806,2792,129,6,12,35,3.87,35,2834,3073,16,11,324,205,73,5.20,2.50,44.60,879,2448,150,5.90,20,32,2.89,30,
52,4,2023,Will Levis,Upside Lite,7.50,74.80,0.65,Kentucky,1,6/27/99,26.27,RS JR,23.85,Mobile Passer,76,229,4.75,2,0.00%,7.75%,17.97%,96.39%,89.30%,92.84%,92.84%,18.66%,6.48%,12.57%,12.57%,22.19,89.97,65.9%,13.01,75.6%,4.1%,2.6%,49%,5.30,0.18,3.20,0.0,7.0,5.0,0.0,8.0,4.0,5.0,4.0,4.0,7.0,6.0,0.0,7.1,7.1,0.8,0.6,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,223,2877,2,2,47,28,72,2.1,10.3,33.3,253,2659,46,6,3,14,4.70,5,414,2304,1,0,54,32,67,5.50,1.50,67,286,1739,79,4,3,11,2.05,8,2827,2933,24,13,352,232,75,4.1,2.6,41.2,516,2765,98,5,9,18,3.20,18,2420,2710,19,10,286,186,76,2.30,3.60,48.70,119,1836,45,2.60,2,2,1.91,2,
53,4,2016,Dak Prescott,Upside Lite,7.41,74.30,0.63,Mississippi State,1,7/29/93,32.19,SR,22.76,Dual Threat,74,238,4.79,4,0.00%,6.28%,61.04%,94.52%,92.37%,93.44%,93.44%,33.90%,36.81%,36.81%,36.81%,20.10,90.42,65.8%,14.14,75.3%,5.1%,3.7%,50%,5.50,0.13,2.53,4.0,10.0,5.0,2.0,4.0,5.0,10.0,5.0,2.0,5.0,3.0,0.0,8.0,8.0,0.8,0.8,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,194,3091,4,0,29,18,0,0.0,0.0,0.0,0,1,0,0,0,0,0.00,0,1940,3178,10,7,267,156,0,0.00,0.00,0,0,1,0,0,0,0,0.00,0,3449,3649,27,11,396,244,70,5.1,3.7,45.5,1089,3212,175,5,14,23,2.53,36,3799,4113,29,5,480,316,75,4.30,4.20,50.00,751,2040,119,5.50,11,11,2.15,26,
54,4,2017,DeShone Kizer,Upside Lite,7.29,73.90,0.59,Notre Dame,2,1/9/96,29.74,JR,21.31,Mobile Passer,76,233,4.83,2,0.00%,0.00%,0.00%,85.06%,96.17%,96.17%,96.17%,22.47%,27.92%,27.92%,27.92%,19.65,85.62,62.1%,13.77,71.0%,5.0%,4.4%,51%,5.50,0.12,2.63,6.0,9.0,1.0,2.0,1.0,5.0,9.0,5.0,1.0,5.0,6.0,0.0,5.5,5.5,0.8,0.6,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.00,0,0,1,0,0,0,0,0,0.00,0.00,0,0,1,0,0,0,0,0.00,0,2858,3360,20,10,335,208,71,4.7,4.6,50.9,650,2893,89,6,10,5,2.63,17,2934,3051,26,9,363,213,68,5.00,4.40,39.30,604,2163,86,5.40,8,10,2.48,19,
